ID,FIELD,YLD03,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI03_505,VI03_529,VI03_606,VI03_622,VI03_724,VI03_825,VI03_926
3337,C29,963,1080.62,0.1393,0.012016,-0.005533,0.006483,15.1999998,26.5,88,91,135,89,-0.085427136,-0.239130435,-0.182795699,-0.179487179,-0.005405405,0.092105263,0.068783069
3338,C29,995,1080.54,0.2643,0.008906,-0.005171,0.003736,15,24.7000008,90,88,128,84,-0.08,-0.240143369,-0.176470588,-0.183673469,0.005405405,0.099337748,0.016042781
3339,C29,1010,1080.39,0.3465,0.00421,-0.002877,0.001333,15.8999996,26.1000004,88,93,130,86,-0.085427136,-0.233576642,-0.172043011,-0.191709845,-0.005464481,0.105263158,0.005291005
3340,C29,1050,1080.22,0.3403,-0.00042,-0.001757,-0.002177,14.1000004,42.5999985,88,93,126,85,-0.065989848,-0.236363636,-0.182795699,-0.18974359,0.016574586,0.099337748,0.027027027
3341,C29,1049,1080.02,0.4742,0.007943,-0.006375,0.001568,14.3000002,29.7999992,96,92,138,90,-0.094527363,-0.244604317,-0.172043011,-0.185929648,-0.010869565,-0.006289308,0.032258065
3367,C29,1021,1080.08,0.3367,-0.009215,0.003639,-0.005576,22.5,34.2000008,88,85,116,76,-0.08988764,-0.208510638,-0.084337349,-0.153846154,-0.017142857,0.101449275,0.1375
3371,C29,967,1080.16,0.0665,0.007093,-0.009507,-0.002414,25.5,45.2999992,96,87,113,77,-0.112244898,-0.230769231,-0.162790698,-0.18128655,-0.036649215,0.078014184,0.027027027
3372,C29,893,1080.16,0.0433,-0.005422,0.003243,-0.002179,28.1000004,43.2999992,94,89,114,79,-0.124378109,-0.230769231,-0.156069364,-0.182795699,-0.02617801,0.056338028,0.085714286
3373,C29,854,1080.18,0.0616,-0.001812,0.002807,0.000995,23.6000004,36.7999992,92,89,121,82,-0.0625,-0.220973783,-0.175141243,-0.18556701,-0.02617801,0.034965035,0.056818182
3374,C29,769,1080.21,0.1234,0.000654,0.000271,0.000925,23.3999996,37.5999985,90,89,127,82,-0.074468085,-0.231343284,-0.168539326,-0.191489362,-0.010204082,0.125,0.052023121
3375,C29,1001,1080.23,0.0783,0.012887,-0.007419,0.005467,21.3999996,35.9000015,90,90,127,83,-0.071038251,-0.226765799,-0.182320442,-0.174418605,0.005181347,0.14084507,0.089820359
3376,C29,857,1080.21,0.0675,-0.013297,0.004617,-0.00868,24.2000008,36.4000015,88,84,111,78,-0.082872928,-0.230188679,-0.175141243,-0.164705882,0.005347594,0.128571429,0.107142857
3377,C29,935,1080.25,0.1154,-0.000191,0.000629,0.000438,25.7000008,38.5,84,82,107,75,-0.082872928,-0.230188679,-0.170454545,-0.169398907,0.043010753,0.078014184,0.100591716
3378,C29,790,1080.3,0.1205,0.012398,-0.002202,0.010196,25.2000008,38.2999992,82,84,114,75,-0.090909091,-0.237037037,-0.184357542,-0.169230769,0.046153846,0.027027027,0.084337349
3379,C29,707,1080.35,0.1599,0.005102,-0.001252,0.00385,23.5,37.2000008,86,84,115,77,-0.109947644,-0.232472325,-0.171270718,-0.178217822,0.01980198,0.006289308,-0.085427136
3380,C29,671,1080.4,0.1633,0.011144,-0.006101,0.005044,22.2000008,36.2000008,92,87,119,79,-0.117948718,-0.246376812,-0.155555556,-0.182692308,-0.009708738,0.0125,-0.040816327
3381,C29,719,1080.44,0.1333,0.00596,-0.003633,0.002328,20.2000008,33,88,86,124,80,-0.112244898,-0.239130435,-0.184782609,-0.18627451,0.015544041,0.050632911,0
3382,C29,762,1080.47,0.1636,-0.003311,0.004758,0.001447,20.8999996,32.7999992,90,85,120,82,-0.112244898,-0.239130435,-0.178378378,-0.18627451,0.015544041,0.063291139,0.043478261
3383,C29,774,1080.52,0.2339,-0.001168,0.00125,8.20E-05,20.1000004,31.3999996,90,86,122,82,-0.076923077,-0.233576642,-0.178378378,-0.177664975,0.02617801,0.096774194,0.038251366
3384,C29,963,1080.56,0.1798,0.00861,-0.00358,0.00503,18.1000004,29.7999992,86,86,121,81,-0.081632653,-0.247311828,-0.178378378,-0.185929648,0.02617801,0.150326797,0.027027027
3385,C29,1075,1080.56,0.1306,-0.005221,0.002272,-0.002949,17.7000008,28.2000008,88,84,122,82,-0.056994819,-0.243636364,-0.178378378,-0.179487179,0.015873016,0.124183007,0.072625698
3386,C29,1083,1080.57,0.1415,0.005736,-0.002255,0.003481,14.5,25.7000008,90,86,123,86,-0.065326633,-0.233576642,-0.182795699,-0.179487179,0,0.078947368,0.092896175
3387,C29,946,1080.55,0.2072,0.013721,-0.007608,0.006113,14.8000002,25.7000008,88,85,127,87,-0.065326633,-0.236363636,-0.182795699,-0.172774869,0,0.118421053,0.037433155
3388,C29,939,1080.46,0.2773,0.005858,-0.000832,0.005026,14.6000004,25.2999992,86,89,127,85,-0.085427136,-0.241877256,-0.182795699,-0.185185185,0.016393443,0.144736842,0.027027027
3389,C29,1018,1080.33,0.3104,0.006199,-0.002695,0.003504,15.1999998,25.3999996,88,86,130,82,-0.08,-0.239130435,-0.178378378,-0.1875,0.010989011,0.105263158,0.027624309
3390,C29,1021,1080.17,0.3443,0.000395,-0.002268,-0.001873,14.5,36,90,87,132,83,-0.060606061,-0.239130435,-0.178378378,-0.175257732,0.027932961,0.112582781,0.043956044
3391,C29,1026,1079.97,0.4673,0.005901,-0.005857,4.30E-05,13.3000002,30.1000004,92,91,124,87,-0.076142132,-0.229090909,-0.169398907,-0.142857143,0.022727273,0.096774194,0.055555556
3421,C29,1034,1080.18,0.3185,-0.009428,0.00237,-0.007058,19,39.7000008,90,83,100,70,-0.058139535,-0.239215686,-0.185628743,-0.158536585,0.034883721,0.052631579,0.048780488
3422,C29,1065,1080.1,0.2686,-0.013967,0.003975,-0.009992,22.7000008,43.7999992,88,79,97,70,-0.088888889,-0.232,-0.185628743,-0.15,0.016949153,0.044117647,0.062146893
3423,C29,912,1080.11,0.2448,-0.006226,0.001777,-0.004449,23.2000008,41.9000015,84,76,102,69,-0.094972067,-0.23015873,-0.19047619,-0.155279503,0.005586592,0.088235294,0.08045977
3424,C29,1000,1080.13,0.1374,-0.007427,0.002029,-0.005398,24,43.5999985,82,77,101,72,-0.103825137,-0.236220472,-0.171597633,-0.157894737,-0.021276596,0.102941176,0.125748503
3425,C29,1167,1080.16,0.0825,-0.006539,0.001932,-0.004608,26.7999992,47.5,86,84,110,78,-0.130890052,-0.230769231,-0.164705882,-0.172839506,-0.041237113,0.057142857,0.111111111
3426,C29,987,1080.17,0.0667,-0.003316,0.002249,-0.001068,30,46,88,86,124,82,-0.128205128,-0.230188679,-0.165714286,-0.182320442,-0.045226131,0.050359712,0.04040404
3427,C29,711,1080.2,0.1011,0.004877,-0.00144,0.003437,26.3999996,37.5999985,90,85,132,84,-0.105527638,-0.232472325,-0.184357542,-0.188405797,-0.062801932,0.007092199,-0.056994819
3428,C29,636,1080.24,0.0487,0.011195,-0.005908,0.005287,23.2999992,35.2000008,92,85,122,82,-0.088082902,-0.227941176,-0.182320442,-0.191919192,-0.048543689,0.048275862,-0.005464481
3429,C29,726,1080.23,0.0635,0.003733,-0.00384,-0.000107,23.5,34.5999985,92,84,117,81,-0.086021505,-0.227272727,-0.177777778,-0.176470588,0.021276596,0.098591549,0.028571429
3430,C29,975,1080.22,0.0622,0.000327,-0.000241,8.60E-05,23.7999992,35.7000008,86,85,117,80,-0.112299465,-0.243445693,-0.165714286,-0.171597633,0.026455026,0.084507042,0.046511628
3431,C29,836,1080.24,0.1125,0.011199,-0.005614,0.005585,28.2999992,38.7999992,86,86,114,76,-0.112299465,-0.234848485,-0.172413793,-0.184357542,0.03030303,0.062937063,0.02173913
3432,C29,743,1080.25,0.127,-0.001837,-0.000173,-0.00201,27.2999992,38.9000015,90,86,119,77,-0.121693122,-0.235294118,-0.165714286,-0.182795699,0.01,0.089655172,-0.042105263
3433,C29,709,1080.27,0.1445,-0.005109,0.004425,-0.000684,24.3999996,37.9000015,88,87,117,80,-0.134020619,-0.232472325,-0.175141243,-0.174603175,0.005025126,0.006369427,-0.005347594
3434,C29,672,1080.31,0.1843,-0.007505,0.005735,-0.00177,23.6000004,37.7999992,90,85,122,81,-0.141414141,-0.241877256,-0.168539326,-0.177033493,-0.00990099,-0.0125,-0.051546392
3435,C29,585,1080.36,0.1956,0.002602,-0.00125,0.001352,22.2999992,34.5999985,88,85,122,80,-0.128205128,-0.244604317,-0.171270718,-0.188405797,0.020408163,0.00621118,-0.069306931
3436,C29,763,1080.4,0.1597,0.004313,-0.003249,0.001064,21.2999992,32.5999985,92,85,120,80,-0.12244898,-0.244444444,-0.182320442,-0.190243902,0.005076142,0.031847134,0.010416667
3437,C29,882,1080.42,0.1818,-0.00624,0.003905,-0.002334,21.5,31,86,84,122,81,-0.102040816,-0.236363636,-0.182320442,-0.177664975,0.026455026,0.071895425,0.071038251
3438,C29,1027,1080.47,0.2106,0.003316,-0.001211,0.002105,20.2999992,30.1000004,88,86,121,83,-0.087179487,-0.241877256,-0.169398907,-0.191709845,0.032258065,0.111111111,0.082872928
3439,C29,916,1080.49,0.1545,0.004591,-0.002893,0.001698,18.3999996,29,88,89,121,83,-0.072164948,-0.233576642,-0.169398907,-0.18556701,0.010638298,0.105263158,0.054347826
3440,C29,919,1080.48,0.1728,0.001292,0.001523,0.002815,13.3000002,25,92,85,122,84,-0.051546392,-0.232472325,-0.169398907,-0.178947368,0,0.106666667,0.027027027
3441,C29,808,1080.45,0.2268,0.006158,-5.00E-05,0.006108,14.6000004,24.7000008,84,84,124,86,-0.084577114,-0.239130435,-0.178378378,-0.178947368,-0.005464481,0.133333333,0.038251366
3442,C29,1038,1080.37,0.2322,-0.00246,0.003155,0.000695,13.8000002,23.3999996,94,84,129,84,-0.06122449,-0.230769231,-0.182795699,-0.174603175,0,0.135135135,0.038251366
3443,C29,1016,1080.27,0.252,0.006648,-0.003389,0.003259,14.8999996,25.2999992,86,87,131,83,-0.060606061,-0.231884058,-0.182795699,-0.18556701,0.016574586,0.099337748,0.038251366
3444,C29,1049,1080.12,0.3861,0.011771,-0.007691,0.00408,14.3999996,32.5,88,92,132,85,-0.071428571,-0.247311828,-0.182795699,-0.178947368,0.045454545,0.100671141,0.05027933
3445,C29,1036,1079.91,0.4329,0.005695,-0.000716,0.004979,13.3000002,35.5999985,90,93,126,85,-0.09,-0.237410072,-0.182795699,-0.169230769,-0.048128342,0.125827815,0.06741573
3475,C29,828,1080.27,0.2576,-0.009286,0.003434,-0.005853,16.5,38.5999985,90,79,98,71,-0.040462428,-0.235521236,-0.179190751,-0.158536585,0.034482759,0.03649635,-0.028571429
3476,C29,859,1080.23,0.194,0.008569,-0.012327,-0.003757,19,35.9000015,86,78,98,70,-0.068965517,-0.236220472,-0.176470588,-0.165644172,0.022727273,0.028985507,-0.022727273
3477,C29,834,1080.23,0.1786,0.011897,-0.00526,0.006637,21.8999996,37.9000015,84,77,102,71,-0.08988764,-0.234375,-0.178571429,-0.156626506,-0.010989011,0.043478261,-0.033707865
3478,C29,993,1080.19,0.1301,-0.003365,0.000881,-0.002484,24.7999992,41.2000008,84,76,104,72,-0.124324324,-0.237354086,-0.169590643,-0.168674699,-0.021505376,0.035971223,-0.038674033
3479,C29,681,1080.21,0.1445,0.002348,-0.001209,0.00114,26.8999996,42.5999985,84,83,106,74,-0.11827957,-0.233716475,-0.165714286,-0.169590643,-0.051546392,0.028169014,-0.005464481
3480,C29,865,1080.21,0.0871,-0.004945,0.002729,-0.002217,29,42.7000008,88,84,112,74,-0.135416667,-0.235955056,-0.188888889,-0.179487179,-0.059405941,0.034482759,0.005291005
3481,C29,685,1080.22,0.0596,-0.006175,0.002988,-0.003187,25.3999996,37.0999985,88,81,122,77,-0.128205128,-0.237037037,-0.197802198,-0.19047619,-0.071770335,0.034482759,0
3482,C29,586,1080.23,0.0747,0.012289,-0.00757,0.004719,22.7000008,36.2000008,86,84,119,77,-0.121693122,-0.242647059,-0.170454545,-0.178743961,-0.08490566,0,0.005235602
3483,C29,796,1080.2,0.1198,0.001502,-0.001025,0.000477,22,36.0999985,90,83,106,73,-0.112299465,-0.239543726,-0.179190751,-0.190751445,-0.025125628,0.048951049,0.055555556
3484,C29,913,1080.17,0.1344,-0.000995,-0.002624,-0.003618,21.8999996,35.7000008,90,83,113,77,-0.112299465,-0.23255814,-0.179190751,-0.178571429,-0.025125628,0.062937063,-0.005291005
3485,C29,779,1080.16,0.1465,-0.006807,0.00222,-0.004587,26.1000004,38.7999992,88,84,117,78,-0.117021277,-0.234848485,-0.179190751,-0.176470588,-0.010204082,0.079136691,0.02173913
3486,C29,899,1080.18,0.1499,-0.003733,7.30E-05,-0.00366,27.5,41.5,88,88,122,80,-0.106382979,-0.230188679,-0.177142857,-0.156756757,-0.040816327,0.01986755,0.005524862
3489,C29,782,1080.28,0.166,-0.00155,0.003595,0.002046,23.2999992,35.4000015,86,85,122,80,-0.148717949,-0.240875912,-0.168539326,-0.184466019,-0.014925373,0.025316456,-0.045226131
3490,C29,738,1080.31,0.1875,-0.000736,-0.000513,-0.001249,23.1000004,34.0999985,88,85,122,79,-0.145728643,-0.244444444,-0.175141243,-0.185929648,-0.020618557,0.038961039,-0.005181347
3491,C29,799,1080.34,0.1651,0.002694,-0.0019,0.000794,21.7000008,32.2000008,90,84,124,82,-0.116751269,-0.240875912,-0.184357542,-0.183673469,-0.021276596,0.051948052,0.031578947
3492,C29,789,1080.37,0.2144,0.001512,-0.000416,0.001096,23.1000004,31.7999992,88,88,125,85,-0.087179487,-0.241635688,-0.171270718,-0.180851064,-0.016393443,0.08,0.043478261
3493,C29,895,1080.4,0.1958,0.007808,-0.004607,0.003201,19.2000008,30.2999992,90,91,128,86,-0.081632653,-0.230769231,-0.175824176,-0.179487179,0.010638298,0.065789474,0.049180328
3494,C29,862,1080.4,0.1756,0.009128,-0.004265,0.004863,15.3999996,25.5,90,88,126,85,-0.084577114,-0.244604317,-0.191489362,-0.185929648,0.010989011,0.038461538,0.032258065
3495,C29,755,1080.36,0.2212,0.007927,-0.004275,0.003652,14.8999996,25.5,94,90,133,87,-0.110047847,-0.236749117,-0.178378378,-0.196172249,-0.005586592,0.00621118,0.055555556
3496,C29,987,1080.29,0.2369,0.00861,-0.005525,0.003086,15.1000004,25.7000008,88,92,136,89,-0.065326633,-0.241877256,-0.178378378,-0.201923077,0.005524862,-0.00621118,0.06741573
3497,C29,979,1080.2,0.3071,0.017977,-0.011226,0.006751,15.6000004,27,94,94,138,90,-0.08,-0.236363636,-0.175824176,-0.194444444,-0.016393443,0.093333333,0.027027027
3498,C29,1022,1080.03,0.4493,0.013134,-0.00542,0.007714,15.5,29.7000008,94,96,143,94,-0.055837563,-0.243816254,-0.182795699,-0.195979899,0.045454545,0.099337748,0.032967033
3499,C29,1122,1079.83,0.4176,0.002742,0.003073,0.005815,13.6999998,38.7999992,94,96,143,94,-0.083743842,-0.246478873,-0.176470588,-0.190243902,0.005586592,0.083870968,0.043956044
3528,C29,805,1080.33,0.1993,-0.012493,0.006754,-0.005739,17.7000008,40.9000015,86,81,107,73,-0.076923077,-0.227272727,-0.169590643,-0.136094675,-0.021978022,0.035971223,-0.05027933
3529,C29,831,1080.3,0.1038,-0.002351,-0.000796,-0.003147,20.2999992,37.5,84,78,104,70,-0.062146893,-0.23255814,-0.169590643,-0.158536585,0,0.035971223,-0.06741573
3530,C29,773,1080.29,0.1279,0.007589,-0.001461,0.006128,22,39.0999985,84,80,108,73,-0.083798883,-0.23255814,-0.169590643,-0.164705882,-0.010989011,0.021582734,-0.091891892
3531,C29,668,1080.24,0.0988,-0.015274,0.007552,-0.007723,24.1000004,38.7999992,84,82,113,75,-0.102702703,-0.230769231,-0.170454545,-0.175141243,-0.016042781,0.028571429,-0.085106383
3532,C29,544,1080.26,0.0872,0.016989,-0.01028,0.006709,24.8999996,40,86,81,112,74,-0.117021277,-0.235955056,-0.171270718,-0.175257732,-0.051546392,-0.006802721,-0.022222222
3533,C29,669,1080.25,0.08,0.003161,0.00122,0.00438,25,35.9000015,86,84,111,75,-0.139896373,-0.237037037,-0.184357542,-0.194312796,-0.078431373,0.034013605,-0.020618557
3534,C29,572,1080.23,0.0621,0.013283,-0.011103,0.00218,25.3999996,35.2999992,84,84,111,75,-0.148717949,-0.237037037,-0.184357542,-0.19,-0.053658537,0.054794521,-0.072463768
3535,C29,624,1080.2,0.13,0.001619,-0.0035,-0.00188,22.7000008,34.2999992,86,81,111,75,-0.122994652,-0.239852399,-0.175141243,-0.177664975,-0.062801932,0.048951049,-0.053658537
3536,C29,654,1080.14,0.1234,-0.00515,0.002201,-0.002949,21.3999996,32.4000015,88,84,109,75,-0.129032258,-0.236641221,-0.183908046,-0.177664975,-0.053658537,0.034482759,-0.025380711
3537,C29,564,1080.11,0.109,-0.005496,0.002421,-0.003076,21.6000004,35.0999985,90,83,110,73,-0.14893617,-0.223529412,-0.169590643,-0.169398907,-0.043902439,0.041666667,-0.010638298
3538,C29,644,1080.1,0.1085,-0.008038,0.003519,-0.004519,24.6000004,38.7999992,84,81,105,72,-0.14893617,-0.23255814,-0.177142857,-0.191011236,-0.044776119,0.04,-0.016216216
3541,C29,737,1080.2,0.1441,0.001921,-0.002259,-0.000338,24.3999996,36.4000015,90,85,119,78,-0.148717949,-0.237037037,-0.177142857,-0.179487179,-0.010204082,0,-0.056994819
3542,C29,659,1080.22,0.1707,-0.002678,0.001684,-0.000994,25.7999992,36.7999992,86,85,126,81,-0.145728643,-0.240601504,-0.177142857,-0.19,-0.046153846,-0.012658228,-0.005181347
3543,C29,660,1080.24,0.1986,0.003038,-0.000317,0.002722,24.2000008,34.4000015,90,84,125,82,-0.137254902,-0.247232472,-0.181818182,-0.184079602,-0.037037037,0.012987013,0
3544,C29,562,1080.25,0.2287,-0.004998,0.000991,-0.004007,26,35.4000015,86,85,131,85,-0.124378109,-0.235955056,-0.177777778,-0.183673469,-0.005464481,0.046357616,0.027027027
3545,C29,673,1080.29,0.2432,0.006144,-0.002196,0.003949,21.3999996,31.7000008,88,86,130,84,-0.123152709,-0.22962963,-0.191256831,-0.175257732,-0.010869565,0.025641026,-0.025906736
3546,C29,610,1080.28,0.2738,0.012409,-0.004947,0.007462,19.2000008,29.6000004,90,87,128,84,-0.107843137,-0.236363636,-0.189473684,-0.18627451,-0.026737968,0.006369427,-0.054726368
3547,C29,519,1080.24,0.3124,0.003978,-0.002882,0.001096,17.8999996,28.5,90,91,138,88,-0.141552511,-0.236749117,-0.195767196,-0.192825112,-0.073684211,-0.01863354,0.021276596
3548,C29,572,1080.16,0.3381,0.002943,-0.001444,0.001498,18.7000008,28.8999996,88,95,141,92,-0.114285714,-0.242105263,-0.183246073,-0.20361991,-0.068062827,0,0.005291005
3549,C29,671,1080.05,0.424,0.00688,-0.004298,0.002582,18,28.5,98,99,143,94,-0.121495327,-0.236749117,-0.177083333,-0.198237885,-0.053191489,0.00621118,-0.050505051
3550,C29,695,1079.88,0.4853,-0.003488,0.004348,0.00086,17.7000008,29.2000008,92,98,146,92,-0.11627907,-0.240418118,-0.183246073,-0.211009174,-0.032608696,0.031847134,-0.030612245
3551,C29,700,1079.71,0.3916,-6.80E-05,0.004397,0.004329,16.5,42.2000008,94,95,148,95,-0.128440367,-0.237762238,-0.18974359,-0.2,-0.049723757,-0.006134969,-0.038461538
3580,C29,668,1080.39,0.2105,-0.008583,0.003253,-0.00533,18.6000004,42.2999992,82,87,116,77,-0.077777778,-0.226765799,-0.172413793,-0.16091954,-0.032258065,0.021582734,-0.085106383
3581,C29,715,1080.35,0.1114,-0.003951,0.000851,-0.0031,20.1000004,36.5,84,80,103,73,-0.062857143,-0.22605364,-0.172413793,-0.173913043,0.005524862,0.028169014,-0.039548023
3582,C29,806,1080.34,0.1318,0.009406,-0.00388,0.005526,21,35.2000008,86,76,103,74,-0.082872928,-0.236641221,-0.175141243,-0.174129353,0,0.028571429,-0.061452514
3583,C29,641,1080.28,0.1184,-0.010136,0.007408,-0.002729,22.7000008,35.2000008,84,82,115,76,-0.096774194,-0.239852399,-0.175824176,-0.184079602,-0.021276596,0.013888889,-0.090909091
3584,C29,600,1080.27,0.0525,0.009799,-0.007506,0.002293,22.7999992,35.2999992,84,84,116,79,-0.119170984,-0.235294118,-0.171270718,-0.184079602,-0.035532995,0.020408163,-0.092783505
3585,C29,501,1080.24,0.1133,0.001812,-0.001416,0.000396,24.7999992,34.2999992,84,82,109,76,-0.125,-0.235294118,-0.177777778,-0.190243902,-0.072463768,0.020134228,-0.113300493
3586,C29,613,1080.2,0.1172,0.002885,-0.002185,0.0007,25.2000008,34.9000015,86,82,113,75,-0.135416667,-0.237037037,-0.177777778,-0.185929648,-0.053658537,0.033557047,-0.079207921
3587,C29,756,1080.15,0.1584,0.003447,-0.001056,0.002391,21.2000008,32.2000008,88,82,116,77,-0.122994652,-0.237037037,-0.168539326,-0.185929648,-0.034482759,0.048275862,-0.046153846
3588,C29,690,1080.09,0.1266,-0.004029,0.000674,-0.003355,20.7000008,29.8999996,88,81,113,74,-0.142857143,-0.236641221,-0.170454545,-0.171717172,-0.02,0.020134228,-0.035897436
3589,C29,514,1080.07,0.0945,0.001104,0.001149,0.002252,21.6000004,33.7000008,88,82,112,73,-0.14893617,-0.23255814,-0.156069364,-0.178217822,-0.034482759,-0.006622517,-0.021505376
3590,C29,587,1080.06,0.0799,-0.001788,-0.000815,-0.002603,22.7999992,38.0999985,82,82,106,74,-0.172043011,-0.227799228,-0.169590643,-0.185929648,-0.043902439,0.046357616,-0.021505376
3591,C29,803,1080.07,0.1244,0.004033,-0.002229,0.001804,25.7000008,42.5999985,82,78,101,73,-0.170212766,-0.234375,-0.179190751,-0.163636364,-0.088235294,0.127516779,-0.054726368
3594,C29,512,1080.1,0.2305,-0.000918,-0.004634,-0.005552,23.3999996,35.7000008,88,82,111,76,-0.157360406,-0.23880597,-0.181818182,-0.191919192,-0.020618557,-0.05,-0.035532995
3595,C29,470,1080.13,0.2163,0.008801,-0.00518,0.003621,23.6000004,34.4000015,86,85,115,79,-0.153061224,-0.235955056,-0.175141243,-0.190243902,-0.064676617,0.026315789,-0.04950495
3596,C29,638,1080.13,0.2433,0.003314,-0.006377,-0.003063,23.1000004,33.5,84,88,117,79,-0.131313131,-0.244444444,-0.184357542,-0.190243902,-0.046153846,0.039473684,-0.035532995
3597,C29,704,1080.15,0.2304,0.003093,-0.003557,-0.000465,22.8999996,32.0999985,84,87,125,81,-0.106598985,-0.235294118,-0.177777778,-0.19,-0.02617801,0.058823529,0.016042781
3598,C29,770,1080.17,0.2484,0.008249,-0.003306,0.004943,21.3999996,31.5,86,84,126,81,-0.092783505,-0.222222222,-0.177777778,-0.1875,-0.005464481,0.090909091,-0.005291005
3599,C29,786,1080.14,0.2747,-0.001076,0.001005,-7.20E-05,19,29.2999992,90,87,124,84,-0.081632653,-0.227941176,-0.175824176,-0.172774869,-0.016042781,0.077922078,0
3600,C29,674,1080.1,0.3048,0.005603,-0.000963,0.004639,17.3999996,27.1000004,94,92,136,89,-0.120772947,-0.237410072,-0.183246073,-0.190243902,-0.064516129,0.082802548,-0.128440367
3601,C29,684,1080.01,0.3416,0.002766,-0.003631,-0.000866,17.7999992,26.8999996,92,95,135,89,-0.111111111,-0.241877256,-0.18556701,-0.201923077,-0.073684211,0.111111111,-0.095890411
3602,C29,777,1079.89,0.4169,0.010181,-0.004218,0.005962,16.7000008,26.5,90,91,128,86,-0.121495327,-0.247311828,-0.197969543,-0.190243902,-0.038251366,-0.006289308,-0.090909091
3603,C29,765,1079.73,0.412,-0.003992,0.005273,0.001281,15.3999996,25.5,90,90,129,85,-0.101449275,-0.244755245,-0.204081633,-0.214285714,-0.053191489,0.038961039,-0.090909091
3604,C29,883,1079.59,0.3419,0.00329,-0.000376,0.002914,14.3999996,42,96,92,137,88,-0.104761905,-0.253521127,-0.197969543,-0.181395349,-0.027027027,0.044025157,-0.053140097
3634,C29,800,1080.46,0.2022,-0.000177,0.001648,0.001471,15.8000002,35.5,92,86,126,82,-0.117021277,-0.231939163,-0.170454545,-0.142857143,0.010989011,0.020979021,-0.037433155
3635,C29,755,1080.41,0.1151,-0.002429,0.000878,-0.001551,17.6000004,31.6000004,84,82,112,75,-0.06741573,-0.235955056,-0.177777778,-0.187165775,-0.015873016,0.04964539,-0.049723757
3636,C29,761,1080.38,0.1257,0.008379,-0.004483,0.003896,19,29.7999992,84,82,111,78,-0.096774194,-0.235955056,-0.191256831,-0.175257732,-0.025380711,0.048951049,-0.076086957
3637,C29,654,1080.31,0.1856,0.000856,0.004431,0.005288,19.7999992,29.3999996,86,83,117,78,-0.111111111,-0.235294118,-0.184782609,-0.174129353,-0.034825871,0.020979021,-0.113402062
3638,C29,640,1080.25,0.1163,0.002357,-0.001516,0.000841,22,32.4000015,84,84,121,78,-0.105263158,-0.227941176,-0.182320442,-0.184079602,-0.058823529,0.034482759,-0.107843137
3639,C29,676,1080.2,0.1318,-0.000981,0.001074,9.30E-05,24.7000008,34.2000008,84,82,115,76,-0.129533679,-0.227941176,-0.175141243,-0.177664975,-0.058823529,0.034013605,-0.088235294
3640,C29,619,1080.15,0.1168,-0.00109,-2.80E-05,-0.001118,26.5,35.5999985,82,82,110,76,-0.139896373,-0.232472325,-0.177777778,-0.169230769,-0.062801932,0.033557047,-0.110047847
3641,C29,590,1080.1,0.1527,-0.000623,-6.10E-05,-0.000684,22.7999992,34.2000008,82,80,108,76,-0.121693122,-0.237037037,-0.184357542,-0.179487179,-0.038834951,0.04,-0.082926829
3642,C29,659,1080.05,0.1251,-0.002289,0.000849,-0.00144,22.1000004,31.3999996,86,79,108,75,-0.141361257,-0.241635688,-0.165714286,-0.16751269,-0.015075377,0.033557047,-0.065326633
3643,C29,705,1080.02,0.114,0.000934,-0.001832,-0.000898,21.6000004,31.2000008,88,83,109,73,-0.153439153,-0.240601504,-0.156069364,-0.178217822,-0.029411765,0.033557047,-0.054726368
3644,C29,585,1080,0.1423,0.003624,-0.005053,-0.001429,22.6000004,32.5999985,86,81,105,73,-0.153439153,-0.238461538,-0.164705882,-0.190243902,-0.052132701,0.013333333,-0.064039409
3645,C29,645,1079.99,0.1854,0.003721,-0.004524,-0.000803,24.3999996,37.4000015,86,79,104,72,-0.155555556,-0.227799228,-0.144654088,-0.181818182,-0.062801932,0.012987013,-0.076142132
3646,C29,941,1079.98,0.2268,0.000654,-0.002063,-0.001409,25.7999992,39.4000015,84,78,100,69,-0.154761905,-0.2421875,-0.153374233,-0.181208054,-0.053191489,0.065789474,0.051428571
3647,C29,885,1079.98,0.2541,-0.001199,0.00154,0.000341,23.5,36.5,84,74,103,70,-0.154761905,-0.224489796,-0.179190751,-0.155844156,-0.043478261,0.08496732,0.036649215
3648,C29,518,1079.98,0.2514,-0.002425,0.000764,-0.001661,23.2999992,35.2000008,84,75,105,74,-0.153439153,-0.225806452,-0.170454545,-0.177664975,-0.046153846,-0.01910828,-0.024630542
3649,C29,527,1079.99,0.3007,0.006571,-0.002271,0.0043,22.7999992,33.2000008,82,81,103,74,-0.141361257,-0.234375,-0.175141243,-0.1875,-0.021276596,0.046357616,-0.09178744
3650,C29,636,1079.98,0.3203,-0.006349,0.000575,-0.005774,21.3999996,32.2000008,86,85,108,74,-0.106382979,-0.234848485,-0.177777778,-0.187165775,-0.021276596,0.087248322,-0.09178744
3651,C29,598,1080.01,0.3049,0.004266,-0.001582,0.002684,21.7999992,33.9000015,82,84,109,77,-0.107692308,-0.228464419,-0.182320442,-0.177777778,-0.016042781,0.121621622,-0.069306931
