,ID,FIELD,YLD03,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI02_518,VI02_526,VI02_619,VI02_713,VI02_721,VI02_830,VI02_907,VI02_923
243,3587,C29,756,1080.15,0.1584,0.003447,-0.001056,0.002391,21.2000008,32.200000800000005,88,82,116,77,-0.2,-0.22605364,-0.21702127699999998,-0.013215858999999998,0.06185567,0.28961748600000004,0.1,-0.043478261
244,3588,C29,690,1080.09,0.1266,-0.004029,0.000674,-0.003355,20.7000008,29.899999600000005,88,81,113,74,-0.2,-0.212355212,-0.21551724100000003,0.00456621,0.068783069,0.296703297,0.171597633,-0.035175879
245,3589,C29,514,1080.07,0.0945,0.001104,0.001149,0.002252,21.6000004,33.7000008,88,82,112,73,-0.206751055,-0.21969697,-0.222222222,-0.03539823,0.01010101,0.3,0.14285714300000002,-0.054187192
246,3590,C29,587,1080.06,0.0799,-0.001788,-0.000815,-0.002603,22.7999992,38.0999985,82,82,106,74,-0.20689655199999998,-0.22007722,-0.212121212,-0.082969432,-0.025125627999999997,0.26666666699999997,0.10982659,0.010309278
247,3591,C29,803,1080.07,0.1244,0.004033,-0.002229,0.001804,25.7000008,42.5999985,82,78,101,73,-0.192825112,-0.21739130399999998,-0.194444444,-0.057142857000000005,0.02173913,0.29281768,0.23809523800000001,0.037433155
248,3594,C29,512,1080.1,0.2305,-0.000918,-0.004634,-0.005552,23.3999996,35.7000008,88,82,111,76,-0.192307692,-0.222641509,-0.21666666699999998,-0.0472103,0.0,0.257142857,0.060773481,-0.111111111
249,3595,C29,470,1080.13,0.2163,0.008801,-0.00518,0.003621,23.6000004,34.4000015,86,85,115,79,-0.186602871,-0.22846441899999997,-0.22689075600000003,-0.055319149000000005,0.0,0.317919075,0.129411765,-0.08490566
250,3596,C29,638,1080.13,0.2433,0.003314,-0.006377,-0.003063,23.1000004,33.5,84,88,117,79,-0.19047619,-0.226765799,-0.206751055,-0.067226891,-0.00990099,0.215469613,0.113636364,-0.075471698
251,3597,C29,704,1080.15,0.2304,0.003093,-0.003557,-0.000465,22.8999996,32.0999985,84,87,125,81,-0.19248826300000002,-0.218045113,-0.219917012,-0.101214575,-0.014778325,0.29213483100000004,0.167630058,0.004878049000000001
252,3598,C29,770,1080.17,0.2484,0.008249,-0.003306,0.004943,21.3999996,31.5,86,84,126,81,-0.18095238100000002,-0.22556391,-0.214876033,-0.062761506,0.0,0.32967033,0.26744186,0.009615385
253,3599,C29,786,1080.14,0.2747,-0.001076,0.001005,-7.2e-05,19.0,29.2999992,90,87,124,84,-0.186602871,-0.22846441899999997,-0.204918033,-0.06122449,0.014925373,0.35483871,0.298245614,0.004830918
254,3600,C29,674,1080.1,0.3048,0.005603,-0.000963,0.004639,17.3999996,27.100000399999995,94,92,136,89,-0.198113208,-0.22605364,-0.209876543,-0.098039216,-0.019047619,0.384615385,0.294117647,0.009708738
255,3601,C29,684,1080.01,0.3416,0.002766,-0.003631,-0.000866,17.7999992,26.899999600000005,92,95,135,89,-0.18446601899999998,-0.218045113,-0.219512195,-0.11969112,-0.047169811,0.347826087,0.271676301,0.039215686
256,3602,C29,777,1079.89,0.4169,0.010181,-0.004218,0.005962,16.7000008,26.5,90,91,128,86,-0.196172249,-0.22846441899999997,-0.22891566300000002,-0.11969112,-0.042654028,0.34042553200000003,0.29069767399999996,0.05
257,3603,C29,765,1079.73,0.412,-0.003992,0.005273,0.001281,15.3999996,25.5,90,90,129,85,-0.192307692,-0.22962963,-0.225806452,-0.12403100800000001,-0.052132701,0.343915344,0.268571429,-0.017857143
258,3604,C29,883,1079.59,0.3419,0.00329,-0.000376,0.002914,14.3999996,42.0,96,92,137,88,-0.198113208,-0.20769230800000002,-0.21138211399999998,-0.143968872,-0.043478261,0.347593583,0.21590909100000003,-0.10729613699999999
259,3634,C29,800,1080.46,0.2022,-0.000177,0.001648,0.001471,15.800000199999998,35.5,92,86,126,82,-0.22314049600000002,-0.22962963,-0.2,-0.051282050999999995,0.030612245,0.223404255,0.186440678,-0.033492823
260,3635,C29,755,1080.41,0.1151,-0.002429,0.000878,-0.001551,17.6000004,31.600000399999995,84,82,112,75,-0.211864407,-0.22727272699999998,-0.211864407,-0.016949153,0.065989848,0.319371728,0.14754098400000001,-0.009803922
261,3636,C29,761,1080.38,0.1257,0.008379,-0.004483,0.003896,19.0,29.7999992,84,82,111,78,-0.215189873,-0.231939163,-0.21666666699999998,-0.033057851,0.05,0.290322581,0.10989011,-0.028037383
262,3637,C29,654,1080.31,0.1856,0.000856,0.004431,0.005288,19.7999992,29.399999600000005,86,83,117,78,-0.21008403399999998,-0.222222222,-0.21008403399999998,-0.020920502,0.01980198,0.25133689800000003,0.10497237599999999,-0.05990783400000001
263,3638,C29,640,1080.25,0.1163,0.002357,-0.001516,0.000841,22.0,32.4000015,84,84,121,78,-0.21666666699999998,-0.22727272699999998,-0.219917012,-0.008474576,0.05,0.301075269,0.118644068,-0.056603774
264,3639,C29,676,1080.2,0.1318,-0.000981,0.001074,9.3e-05,24.7000008,34.2000008,84,82,115,76,-0.211618257,-0.216730038,-0.20502092100000002,0.0,0.01980198,0.31891891899999997,0.108571429,-0.10185185199999999
265,3640,C29,619,1080.15,0.1168,-0.00109,-2.8e-05,-0.001118,26.5,35.5999985,82,82,110,76,-0.20502092100000002,-0.222641509,-0.211864407,-0.025862068999999998,0.00990099,0.239130435,0.108571429,-0.08837209300000001
266,3641,C29,590,1080.1,0.1527,-0.000623,-6.1e-05,-0.000684,22.7999992,34.2000008,82,80,108,76,-0.20502092100000002,-0.218045113,-0.21030042899999998,-0.029535865,0.02,0.243243243,0.118644068,-0.083333333
267,3642,C29,659,1080.05,0.1251,-0.002289,0.000849,-0.00144,22.1000004,31.399999600000005,86,79,108,75,-0.21008403399999998,-0.20610687,-0.21702127699999998,-0.00862069,0.04040404,0.254054054,0.12994350300000002,-0.070422535
268,3643,C29,705,1080.02,0.114,0.000934,-0.001832,-0.000898,21.6000004,31.2000008,88,83,109,73,-0.206751055,-0.233082707,-0.21551724100000003,-0.013452915,0.051546392,0.296703297,0.127906977,-0.049019608
269,3644,C29,585,1080.0,0.1423,0.003624,-0.005053,-0.001429,22.6000004,32.5999985,86,81,105,73,-0.211864407,-0.215384615,-0.212121212,-0.04845815,0.041666667000000004,0.288888889,0.085714286,-0.05
270,3645,C29,645,1079.99,0.1854,0.003721,-0.004524,-0.000803,24.3999996,37.4000015,86,79,104,72,-0.189427313,-0.23255814,-0.212121212,-0.035714286,0.025641026,0.245714286,0.085714286,-0.03030303
271,3646,C29,941,1079.98,0.2268,0.000654,-0.002063,-0.001409,25.7999992,39.4000015,84,78,100,69,-0.194570136,-0.22007722,-0.217777778,-0.004694836,0.101604278,0.39037433200000005,0.171597633,0.063829787
272,3647,C29,885,1079.98,0.2541,-0.001199,0.00154,0.000341,23.5,36.5,84,74,103,70,-0.209090909,-0.22137404600000002,-0.2,0.0,0.101604278,0.406593407,0.26829268300000003,-0.010309278
273,3648,C29,518,1079.98,0.2514,-0.002425,0.000764,-0.001661,23.2999992,35.2000008,84,75,105,74,-0.19069767399999998,-0.231939163,-0.194805195,-0.031111111,0.030927835,0.35714285700000004,0.20958083800000002,-0.085714286
274,3649,C29,527,1079.99,0.3007,0.006571,-0.002271,0.0043,22.7999992,33.200000800000005,82,81,103,74,-0.18095238100000002,-0.223076923,-0.211864407,-0.022624434,0.010309278,0.394285714,0.226993865,-0.07
275,3650,C29,636,1079.98,0.3203,-0.006349,0.000575,-0.005774,21.3999996,32.200000800000005,86,85,108,74,-0.19069767399999998,-0.23773584899999997,-0.205240175,-0.060344827999999996,0.0,0.37777777799999995,0.27380952399999997,-0.064039409
276,3651,C29,598,1080.01,0.3049,0.004266,-0.001582,0.002684,21.7999992,33.9000015,82,84,109,77,-0.186915888,-0.226765799,-0.205128205,-0.087866109,-0.01010101,0.314606742,0.333333333,-0.02
277,3652,C29,709,1080.03,0.296,0.004346,0.001841,0.006188,20.2999992,29.7999992,82,83,116,81,-0.186915888,-0.232472325,-0.21666666699999998,-0.094650206,-0.019607843,0.35195530700000005,0.289940828,0.015075377
278,3653,C29,912,1080.0,0.2597,0.001028,0.000376,0.001404,17.7000008,27.5,88,86,124,83,-0.19248826300000002,-0.240875912,-0.226337449,-0.081300813,-0.014634146,0.363128492,0.263157895,0.04
279,3654,C29,825,1079.95,0.3191,0.007643,-0.001954,0.005689,18.2000008,26.5,88,86,130,86,-0.198113208,-0.222222222,-0.21632653100000002,-0.06122449,0.014925373,0.36666666700000006,0.26011560699999997,0.045226130999999996
280,3655,C29,886,1079.85,0.3851,0.002616,-0.002068,0.000547,17.7999992,26.399999600000005,90,86,129,86,-0.196172249,-0.220973783,-0.221311475,-0.061728395,0.014778325,0.37777777799999995,0.245714286,0.034482759
281,3656,C29,907,1079.72,0.3839,-0.00376,0.004252,0.000492,17.0,26.7999992,90,84,125,82,-0.178743961,-0.22846441899999997,-0.219512195,-0.08064516099999999,0.019607843,0.347826087,0.245714286,0.043902439
282,3657,C29,886,1079.58,0.3757,-0.009451,0.006199,-0.003253,16.100000400000003,30.5,84,82,122,79,-0.18446601899999998,-0.226765799,-0.219512195,-0.072580645,0.024875622000000003,0.38297872299999997,0.242937853,0.058823529000000006
283,3658,C29,925,1079.46,0.3271,-0.002084,0.001837,-0.000247,14.300000199999998,38.0999985,94,88,125,85,-0.20379146899999998,-0.226765799,-0.21138211399999998,-0.06882591099999999,0.024875622000000003,0.386243386,0.294797688,0.059405941
284,3687,C29,902,1080.5,0.1649,0.002718,0.001962,0.00468,13.699999800000002,40.7000008,86,84,123,80,-0.21008403399999998,-0.204918033,-0.183856502,-0.036036036,-0.014778325,0.113402062,0.118644068,-0.004784689
285,3688,C29,871,1080.44,0.0626,-0.001471,0.001482,1.1e-05,13.8999996,25.7000008,84,83,118,78,-0.21810699600000003,-0.223443223,-0.206751055,-0.008403361,0.06122449,0.291666667,0.11475409800000001,-0.004784689
286,3689,C29,813,1080.41,0.1045,0.014031,-0.008156,0.005875,15.1000004,25.1000004,84,82,114,78,-0.22314049600000002,-0.22556391,-0.21666666699999998,-0.020746888,0.024390244,0.23560209399999998,0.10497237599999999,-0.050228311
287,3690,C29,687,1080.32,0.278,0.009414,-0.005904,0.00351,17.7000008,27.899999600000005,84,83,114,77,-0.21008403399999998,-0.222641509,-0.21008403399999998,-0.008403361,0.044776119,0.304347826,0.159090909,-0.068493151
288,3691,C29,792,1080.2,0.1826,-0.011587,0.005102,-0.006485,21.0,32.9000015,84,80,113,75,-0.211618257,-0.22556391,-0.211618257,0.0,0.065989848,0.312169312,0.177142857,-0.033816425
289,3692,C29,724,1080.16,0.1371,0.005109,-0.000427,0.004682,23.8999996,35.4000015,88,79,106,73,-0.21810699600000003,-0.233082707,-0.21008403399999998,0.017391304,0.05,0.31891891899999997,0.162790698,-0.066666667
290,3693,C29,699,1080.1,0.1305,-0.001562,0.000406,-0.001156,25.1000004,35.9000015,88,83,109,75,-0.21008403399999998,-0.223076923,-0.20689655199999998,-0.008695652,0.045685279,0.304347826,0.162790698,-0.071770335
291,3694,C29,697,1080.05,0.1455,0.001403,0.000375,0.001778,24.7999992,36.4000015,86,82,112,76,-0.21008403399999998,-0.23134328399999998,-0.222222222,0.0,0.04040404,0.326086957,0.149425287,-0.057692308
292,3695,C29,643,1080.0,0.1256,-0.001502,-0.000249,-0.001751,25.7999992,36.2999992,86,82,110,75,-0.20502092100000002,-0.21969697,-0.211864407,-0.030042918,0.035175879,0.31868131899999996,0.12994350300000002,-0.071770335
293,3696,C29,650,1079.96,0.1422,-5.4e-05,-0.002125,-0.00218,25.1000004,36.5999985,84,83,106,74,-0.211618257,-0.220973783,-0.21030042899999998,-0.021459227,0.03030303,0.31891891899999997,0.149425287,-0.049019608
294,3697,C29,622,1079.92,0.18,-0.001454,-8.4e-05,-0.001538,25.8999996,35.7000008,82,85,107,74,-0.2,-0.213740458,-0.222222222,-0.026315789,0.025906736,0.34408602200000005,0.162790698,-0.025125627999999997
295,3698,C29,615,1079.88,0.2017,-0.002534,0.000835,-0.001699,26.600000399999995,37.5,86,82,105,72,-0.21008403399999998,-0.216730038,-0.222222222,-0.022421525,0.01010101,0.245714286,0.202380952,-0.064676617
296,3699,C29,778,1079.86,0.2256,-0.003982,0.001381,-0.002601,27.2000008,39.0,84,79,100,69,-0.201716738,-0.223076923,-0.20535714300000002,0.03286385,0.084210526,0.36666666700000006,0.325301205,-0.010526316
297,3700,C29,889,1079.85,0.2292,-0.004332,0.002763,-0.001569,25.0,37.9000015,84,76,103,70,-0.20689655199999998,-0.23076923100000002,-0.210762332,0.018867925,0.124324324,0.406593407,0.304347826,0.015873016
298,3701,C29,756,1079.85,0.2439,-0.000775,0.001247,0.000472,24.1000004,36.5,84,78,103,73,-0.205240175,-0.22047244100000002,-0.222707424,-0.004651163,0.074468085,0.36723163799999997,0.19760479,-0.074626866
299,3702,C29,758,1079.84,0.265,-0.004619,0.005327,0.000709,21.7999992,32.5999985,84,82,101,72,-0.19069767399999998,-0.229007634,-0.205240175,-0.009259259,0.031578947,0.433333333,0.26829268300000003,-0.03626943
300,3703,C29,708,1079.84,0.2356,-0.009692,0.004672,-0.00502,23.2999992,36.0999985,82,81,111,74,-0.18483412300000002,-0.22007722,-0.205240175,-0.066079295,-0.010309278,0.37777777799999995,0.321212121,0.005235602
301,3704,C29,913,1079.87,0.2624,-0.000232,0.005326,0.005094,22.8999996,36.9000015,84,81,115,79,-0.18483412300000002,-0.233082707,-0.21551724100000003,-0.081545064,0.0,0.430167598,0.325153374,0.047619048
302,3705,C29,771,1079.88,0.2557,-0.001299,0.002781,0.001482,19.5,30.100000399999995,82,86,118,81,-0.18483412300000002,-0.223880597,-0.21666666699999998,-0.083333333,0.0,0.407821229,0.321212121,0.015075377
303,3706,C29,837,1079.87,0.2346,0.001444,0.001979,0.003423,18.5,27.2999992,88,85,121,82,-0.18483412300000002,-0.22962963,-0.219917012,-0.062240664,0.004975124,0.40449438200000004,0.305389222,0.00990099
304,3707,C29,749,1079.8,0.3256,0.001323,-0.001303,2e-05,18.3999996,27.2999992,82,85,125,83,-0.19248826300000002,-0.22137404600000002,-0.21632653100000002,-0.053497942,0.014778325,0.40331491700000005,0.317647059,0.014778325
305,3708,C29,897,1079.71,0.3003,-0.003324,0.007531,0.004207,17.3999996,27.399999600000005,88,85,123,85,-0.18483412300000002,-0.233082707,-0.21632653100000002,-0.084337349,0.004878049000000001,0.428571429,0.313609467,0.04
306,3709,C29,905,1079.6,0.3069,0.001264,-0.001253,1e-05,15.8999996,26.600000399999995,92,85,125,83,-0.192307692,-0.22137404600000002,-0.229508197,-0.06504065,0.0,0.34054054100000003,0.26436781600000003,0.019607843
307,3710,C29,781,1079.47,0.3079,-0.002125,0.003069,0.000944,15.6000004,33.7999992,86,85,127,81,-0.192307692,-0.226765799,-0.21632653100000002,-0.08,0.0,0.31891891899999997,0.211428571,0.004830918
308,3711,C29,951,1079.36,0.2742,0.007248,-0.004122,0.003126,15.8999996,36.5,86,84,128,85,-0.192307692,-0.223880597,-0.225806452,-0.06122449,-0.009803922,0.276595745,0.20903954800000002,0.043902439
309,3739,C29,830,1080.45,0.0743,0.008252,-0.003527,0.004725,13.3999996,28.399999600000005,86,87,114,79,-0.23320158100000002,-0.220973783,-0.21008403399999998,-0.016806723,0.065989848,0.21465968600000002,0.102702703,-0.07623318400000001
310,3740,C29,879,1080.4,0.1505,0.00639,-0.005843,0.000546,14.699999800000002,25.0,84,85,111,74,-0.21810699600000003,-0.22727272699999998,-0.206751055,0.0,0.05,0.277486911,0.10989011,-0.074766355
311,3741,C29,802,1080.29,0.3011,0.008237,-0.006303,0.001933,16.7000008,28.100000399999995,82,79,113,75,-0.22314049600000002,-0.222641509,-0.206751055,0.0,0.071428571,0.287234043,0.152542373,-0.038834951
312,3742,C29,929,1080.15,0.2182,-0.020981,0.009793,-0.011188,18.5,32.4000015,84,83,114,75,-0.21666666699999998,-0.222641509,-0.21008403399999998,0.021645022000000003,0.06,0.336898396,0.220930233,-0.01980198
313,3743,C29,816,1080.1,0.1127,0.001308,0.003516,0.004824,22.0,35.2000008,86,79,110,74,-0.21666666699999998,-0.222641509,-0.205128205,0.026315789,0.081632653,0.38297872299999997,0.176470588,-0.049019608
314,3744,C29,798,1080.06,0.112,0.000749,-0.000696,5.4e-05,24.1000004,37.2000008,84,83,109,74,-0.21008403399999998,-0.213740458,-0.211864407,0.00877193,0.065989848,0.32972973,0.167630058,-0.01980198
315,3745,C29,797,1080.01,0.1375,-0.00123,-0.000436,-0.001666,24.5,36.5,84,82,108,74,-0.20502092100000002,-0.218045113,-0.205128205,0.008695652,0.050505050999999995,0.35106383,0.21637426899999998,-0.01980198
316,3746,C29,715,1079.95,0.1446,0.000518,-0.001346,-0.000828,25.1000004,37.4000015,84,82,110,74,-0.21666666699999998,-0.22605364,-0.205128205,-0.013100437,0.065989848,0.34736842100000004,0.186046512,-0.0050251259999999996
317,3747,C29,697,1079.89,0.1578,-0.004048,0.000643,-0.003405,26.5,39.2999992,84,82,107,74,-0.205128205,-0.22727272699999998,-0.205128205,-0.026315789,0.050505050999999995,0.376344086,0.21637426899999998,0.042105263
318,3748,C29,737,1079.84,0.1574,-0.00079,0.000634,-0.000156,25.7999992,35.9000015,82,81,107,73,-0.206751055,-0.210727969,-0.21551724100000003,-0.026315789,0.030612245,0.34408602200000005,0.25443787,0.081967213
319,3749,C29,795,1079.8,0.1569,-0.006835,0.003661,-0.003174,24.8999996,35.4000015,88,80,98,71,-0.205128205,-0.21400778199999998,-0.21739130399999998,-0.004524887,0.030612245,0.38043478299999994,0.28143712600000004,0.038251366
320,3750,C29,1012,1079.76,0.1765,-0.005463,0.002003,-0.00346,25.7999992,36.7000008,82,76,96,67,-0.2,-0.22007722,-0.21238938100000002,0.023474178,0.106382979,0.446808511,0.341317365,0.1
321,3751,C29,850,1079.73,0.2139,-0.003176,0.000665,-0.002511,26.600000399999995,37.4000015,84,76,97,67,-0.203539823,-0.22178988300000002,-0.188940092,0.028846154,0.149171271,0.46031746,0.304347826,0.043478261
322,3752,C29,975,1079.73,0.2067,-0.004891,0.003538,-0.001353,26.399999600000005,37.7000008,82,78,98,70,-0.20361991,-0.223076923,-0.207207207,0.018691588999999998,0.136612022,0.464480874,0.251533742,-0.02617801
323,3753,C29,854,1079.73,0.1756,-0.001121,0.00117,4.8e-05,26.2000008,37.2999992,82,81,98,70,-0.19069767399999998,-0.23076923100000002,-0.194690265,0.064676617,0.086021505,0.433333333,0.329268293,0.016216216000000002
324,3754,C29,995,1079.73,0.1854,-0.006104,0.003318,-0.002785,23.0,36.5,80,78,106,73,-0.186602871,-0.23076923100000002,-0.215859031,-0.045045045,0.026737967999999997,0.45555555600000003,0.345679012,0.02173913
325,3755,C29,870,1079.75,0.2179,-0.000934,0.001188,0.000254,22.0,33.5999985,86,78,110,78,-0.18483412300000002,-0.223076923,-0.21551724100000003,-0.048034934,0.020833333,0.437837838,0.31707317100000004,0.047619048
326,3756,C29,856,1079.77,0.1973,-0.001499,0.002745,0.001247,19.6000004,31.5,86,84,116,81,-0.19248826300000002,-0.21969697,-0.22689075600000003,-0.042372880999999994,0.025641026,0.430167598,0.321212121,0.052083332999999996
327,3757,C29,780,1079.76,0.2233,0.014979,-0.004794,0.010184,19.6000004,28.399999600000005,84,84,125,83,-0.192307692,-0.22727272699999998,-0.21666666699999998,-0.021276596000000002,0.035532995,0.41436464100000003,0.32934131699999997,0.041237113
328,3758,C29,891,1079.68,0.2715,-0.00846,0.006816,-0.001644,18.8999996,28.7999992,86,86,120,83,-0.186602871,-0.231939163,-0.206751055,-0.017094017,0.04040404,0.436464088,0.33727810700000005,0.046153846
329,3759,C29,1022,1079.61,0.2211,0.006524,-0.003928,0.002596,16.399999599999997,26.7999992,84,84,122,82,-0.190243902,-0.213740458,-0.211618257,-0.037656904,0.045685279,0.428571429,0.352941176,0.06185567
330,3760,C29,1018,1079.49,0.3275,0.001866,-0.002287,-0.00042,15.1000004,24.2000008,86,82,120,79,-0.196172249,-0.22779922800000002,-0.21666666699999998,-0.037656904,0.06122449,0.445652174,0.329479769,0.073684211
331,3761,C29,1030,1079.36,0.3035,-0.005932,0.002772,-0.00316,15.3999996,47.0,86,85,117,82,-0.18446601899999998,-0.23773584899999997,-0.219512195,-0.06504065,0.03030303,0.36612021899999997,0.26436781600000003,0.015075377
332,3762,C29,851,1079.26,0.3212,0.007943,-0.005436,0.002507,16.7000008,36.9000015,90,97,144,97,-0.19248826300000002,-0.212121212,-0.22448979600000002,-0.06557377,0.0,0.304347826,0.071038251,-0.032258065
333,3789,C29,883,1080.41,0.1412,0.005286,-0.003232,0.002054,13.3999996,34.5,92,81,114,79,-0.21632653100000002,-0.220973783,-0.21008403399999998,-0.0042553190000000005,0.075376884,0.149425287,0.09826589599999999,-0.076923077
334,3790,C29,880,1080.35,0.1866,0.004792,-0.001637,0.003155,16.600000400000003,29.0,86,83,109,74,-0.21138211399999998,-0.22727272699999998,-0.205128205,0.013100437,0.071428571,0.277486911,0.16853932600000002,-0.052631579000000005
335,3791,C29,886,1080.25,0.2505,0.008065,-0.005151,0.002914,18.2000008,31.100000399999995,88,83,111,74,-0.22314049600000002,-0.22727272699999998,-0.211864407,0.0,0.071428571,0.319148936,0.14285714300000002,-0.043478261
336,3792,C29,850,1080.12,0.2247,-0.009537,0.01022,0.000684,18.7999992,33.200000800000005,86,83,111,76,-0.21008403399999998,-0.22137404600000002,-0.215189873,-0.004291845,0.065989848,0.336898396,0.19540229899999997,-0.01980198
337,3793,C29,795,1080.05,0.1035,-0.00455,-0.000748,-0.005298,20.7000008,35.9000015,86,74,111,74,-0.21008403399999998,-0.220973783,-0.201716738,0.008695652,0.076923077,0.36559139799999996,0.172413793,-0.048543689
338,3794,C29,770,1080.03,0.1285,0.009406,-0.003291,0.006115,22.0,36.2999992,86,80,111,75,-0.211618257,-0.21969697,-0.211864407,0.00862069,0.065989848,0.319148936,0.125,-0.043478261
339,3795,C29,894,1079.97,0.1672,-0.000708,-0.000956,-0.001664,21.3999996,36.9000015,86,82,110,76,-0.211618257,-0.22137404600000002,-0.206751055,-0.00862069,0.055276382,0.311827957,0.159090909,-0.01980198
340,3796,C29,811,1079.9,0.1556,-0.000262,0.000381,0.000119,23.0,36.7999992,86,83,105,74,-0.21008403399999998,-0.209302326,-0.21702127699999998,-0.012987013,0.045226130999999996,0.362162162,0.21176470600000002,-0.025125627999999997
341,3797,C29,806,1079.84,0.158,0.000913,-0.000506,0.000406,24.5,40.5999985,82,83,108,74,-0.2,-0.22605364,-0.21739130399999998,-0.021834061000000002,0.045226130999999996,0.326203209,0.22543352600000002,-0.025125627999999997
342,3798,C29,869,1079.78,0.1518,-0.002277,0.000369,-0.001908,23.7000008,37.5999985,82,76,107,72,-0.201716738,-0.22137404600000002,-0.21739130399999998,-0.022026432000000002,0.050505050999999995,0.39784946200000004,0.263157895,0.020618557
343,3799,C29,915,1079.73,0.1512,0.002916,-0.002599,0.000317,22.7999992,35.0,84,77,98,70,-0.20689655199999998,-0.22605364,-0.21052631600000002,0.02283105,0.071428571,0.40740740700000005,0.28571428600000004,0.066666667
344,3800,C29,895,1079.68,0.183,-0.003111,0.00058,-0.002531,22.7999992,34.0999985,88,78,93,67,-0.212121212,-0.2109375,-0.207207207,0.009259259,0.115789474,0.427027027,0.321212121,0.092896175
345,3801,C29,911,1079.63,0.1762,-0.009673,0.002848,-0.006825,23.7999992,36.2000008,86,76,88,67,-0.20535714300000002,-0.22047244100000002,-0.211009174,0.033816425,0.141304348,0.46031746,0.36144578299999996,0.1
346,3802,C29,1059,1079.62,0.1837,-0.003493,0.00238,-0.001113,24.3999996,36.7999992,78,76,96,69,-0.19266055,-0.2109375,-0.210762332,0.043478261,0.12568306,0.464480874,0.321212121,0.048648649
347,3803,C29,1125,1079.63,0.221,0.004728,-0.004106,0.000621,22.6000004,36.5,86,78,95,68,-0.196261682,-0.22779922800000002,-0.20704845800000002,0.126315789,0.150837989,0.467391304,0.377245509,0.084745763
348,3804,C29,963,1079.63,0.2481,0.000334,-0.004715,-0.004381,23.5,37.4000015,82,74,95,68,-0.198156682,-0.22047244100000002,-0.196347032,0.043902439,0.13483146099999999,0.47872340399999996,0.36196319,0.04444444400000001
349,3805,C29,941,1079.65,0.1904,0.002193,-0.003123,-0.000929,21.0,33.200000800000005,82,73,100,72,-0.186915888,-0.209302326,-0.21551724100000003,-0.01369863,0.074468085,0.458563536,0.333333333,0.042553191
350,3806,C29,935,1079.68,0.1577,0.003767,0.00124,0.005007,19.8999996,30.899999600000005,86,81,108,77,-0.19248826300000002,-0.22605364,-0.215189873,-0.0044444440000000005,0.045685279,0.450549451,0.31707317100000004,0.03125
351,3807,C29,882,1079.66,0.222,-0.000858,0.00396,0.003102,20.2000008,28.899999600000005,90,83,116,80,-0.18446601899999998,-0.22957198399999998,-0.215189873,-0.01754386,0.045685279,0.450549451,0.32934131699999997,0.07853403099999999
352,3808,C29,976,1079.59,0.1789,-0.004447,0.004473,2.7e-05,18.7000008,27.7999992,86,83,112,80,-0.190243902,-0.22779922800000002,-0.21008403399999998,0.027027027000000002,0.045685279,0.436464088,0.341317365,0.111111111
353,3809,C29,1022,1079.52,0.2636,0.00767,-0.007663,8e-06,16.600000400000003,26.7000008,88,83,112,80,-0.18446601899999998,-0.22480620199999998,-0.205128205,-0.004291845,0.083333333,0.427027027,0.372781065,0.129032258
354,3810,C29,1057,1079.39,0.3255,-0.001049,-0.000341,-0.00139,17.3999996,31.2000008,82,82,113,78,-0.190243902,-0.22007722,-0.215189873,-0.037656904,0.12041884800000001,0.467391304,0.348837209,0.067357513
355,3811,C29,1061,1079.26,0.3216,2.7e-05,-0.001937,-0.00191,16.399999599999997,45.5,86,83,122,83,-0.192307692,-0.22957198399999998,-0.211618257,-0.074380165,0.066666667,0.394594595,0.26436781600000003,-0.009803922
356,3839,C29,958,1080.29,0.1612,0.00688,-0.002359,0.004521,16.5,34.4000015,86,80,112,78,-0.211155378,-0.22007722,-0.19658119699999999,-0.004329004,0.081632653,0.23497267800000002,0.177142857,-0.033816425
357,3840,C29,873,1080.21,0.2184,0.002663,-0.001569,0.001094,18.6000004,31.399999600000005,88,81,110,75,-0.20661157,-0.22727272699999998,-0.194805195,-0.00862069,0.065989848,0.336842105,0.172413793,-0.043478261
358,3841,C29,898,1080.09,0.2216,-0.004428,0.004933,0.000506,19.1000004,32.9000015,84,79,112,74,-0.211618257,-0.22137404600000002,-0.211864407,0.0,0.071428571,0.336898396,0.172413793,-0.01980198
359,3842,C29,831,1080.01,0.1213,-0.003768,0.000391,-0.003377,21.8999996,37.2999992,84,82,111,74,-0.21008403399999998,-0.220973783,-0.212121212,0.0,0.065989848,0.336898396,0.20231213899999997,-0.038834951
360,3843,C29,763,1079.97,0.1378,-0.001703,0.001103,-0.0006,21.6000004,37.5999985,86,82,107,74,-0.206751055,-0.21969697,-0.20689655199999998,-0.0042553190000000005,0.055276382,0.33695652200000004,0.186046512,-0.038834951
361,3844,C29,787,1079.92,0.1539,0.002304,0.000516,0.002821,21.7000008,36.0999985,82,82,106,74,-0.21666666699999998,-0.22137404600000002,-0.201716738,-0.004329004,0.050505050999999995,0.329787234,0.172413793,-0.025125627999999997
362,3845,C29,842,1079.85,0.1408,-0.008406,0.003327,-0.005079,23.2000008,37.9000015,86,82,102,73,-0.201680672,-0.212355212,-0.212121212,-0.00877193,0.045685279,0.336898396,0.186046512,-0.030927835
