ID,FIELD,YLD00,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI00_520,VI00_528,VI00_613,VI00_707,VI00_715,VI00_723,VI00_816,VI00_824,VI00_901,VI00_917
3323,C29,1058.599976,1080.16,0.0433,0.002003,0.000321,0.002324,22.3999996,35.7999992,94,85,115,77,-0.1957,-0.1861,-0.1688,0.1389,0.2071,0.3514,0.4631,0.3966,0.1465,-0.0732
3324,C29,1014.5,1080.16,0.0715,-0.007053,0.00317,-0.003883,21.1000004,40.2999992,92,85,116,82,-0.193,-0.1931,-0.1688,0.1055,0.2398,0.3622,0.4834,0.377,0.1519,-0.0443
3325,C29,1059.300049,1080.19,0.1383,-0.00015,-0.001625,-0.001775,22.1000004,40,90,86,117,79,-0.1986,-0.1913,-0.172,0.1099,0.2706,0.373,0.4902,0.3789,0.2025,-0.0297
3326,C29,1108.300049,1080.23,0.099,0.005995,-0.00025,0.005745,21,38.5999985,90,85,113,77,-0.1875,-0.1883,-0.2,0.1088,0.2515,0.3838,0.4805,0.3854,0.1824,-0.0392
3327,C29,981,1080.26,0.1083,0.001117,-0.002683,-0.001566,20.5,35,86,84,117,79,-0.1678,-0.1984,-0.1895,0.1088,0.2706,0.3548,0.4737,0.3474,0.1925,-0.0341
3328,C29,891.7000122,1080.3,0.1063,-0.007707,0.00792,0.000213,19.6000004,34.7999992,86,84,115,79,-0.1724,-0.192,-0.1765,0.0918,0.2486,0.3511,0.4581,0.3508,0.2201,0
3329,C29,783.5999756,1080.36,0.1367,0.00455,-0.001162,0.003388,18.6000004,33.5999985,90,87,119,80,-0.1769,-0.1873,-0.1847,0.068,0.2135,0.299,0.4268,0.3636,0.2174,0
3330,C29,663.4000244,1080.43,0.1151,0.005387,-0.001413,0.003974,18.2999992,31.1000004,90,90,120,80,-0.1729,-0.1937,-0.2,0.0142,0.1694,0.241,0.362,0.3234,0.1976,-0.0286
3331,C29,606,1080.49,0.1345,-0.000109,0.004094,0.003985,17.5,30.7999992,92,86,123,83,-0.1689,-0.1969,-0.2099,-0.0132,0.1556,0.2461,0.3455,0.2941,0.1765,-0.0141
3332,C29,894.2999878,1080.55,0.1801,0.006648,-0.00276,0.003888,17.7999992,31.1000004,92,84,116,83,-0.1639,-0.1937,-0.2147,0.0043,0.1397,0.2539,0.3494,0.2919,0.1792,-0.0237
3333,C29,781.5999756,1080.61,0.1227,0.020763,-0.012715,0.008048,16.6000004,30.5,88,89,122,84,-0.1717,-0.184,-0.2125,-0.013,0.1492,0.2308,0.3494,0.2736,0.1839,-0.0476
3334,C29,667.7999878,1080.63,0.0753,0.013671,-0.008391,0.00528,16.3999996,29.1000004,90,90,128,83,-0.1633,-0.1888,-0.205,0.0132,0.1304,0.2356,0.3374,0.2607,0.1561,-0.0704
3335,C29,834.7999878,1080.62,0.1137,0.001567,-0.0042,-0.002633,15.8000002,28.7999992,90,84,123,83,-0.1722,-0.1888,-0.2099,0.0769,0.1222,0.25,0.3415,0.2607,0.1462,-0.0566
3336,C29,904.5999756,1080.63,0.1107,0.003441,-0.00164,0.001801,14.1999998,26.7000008,88,93,126,87,-0.1854,-0.1984,-0.1852,0.1163,0.1932,0.2775,0.3797,0.2718,0.1279,-0.0556
3337,C29,1000.599976,1080.62,0.1393,0.012016,-0.005533,0.006483,15.1999998,26.5,88,91,135,89,-0.1947,-0.197,-0.1801,0.0901,0.2343,0.285,0.354,0.2536,0.1314,-0.0642
3338,C29,893.4000244,1080.54,0.2643,0.008906,-0.005171,0.003736,15,24.7000008,90,88,128,84,-0.1921,-0.194,-0.1902,0.0901,0.2184,0.2708,0.3711,0.2358,0.1329,-0.0642
3339,C29,838,1080.39,0.3465,0.00421,-0.002877,0.001333,15.8999996,26.1000004,88,93,130,86,-0.196,-0.1985,-0.1852,0.0702,0.2045,0.2842,0.3374,0.2233,0.1314,-0.0545
3340,C29,698.0999756,1080.22,0.3403,-0.00042,-0.001757,-0.002177,14.1000004,42.5999985,88,93,126,85,-0.1933,-0.203,-0.1779,0.0837,0.2045,0.2642,0.3293,0.217,0.1744,-0.0545
3341,C29,900.7000122,1080.02,0.4742,0.007943,-0.006375,0.001568,14.3000002,29.7999992,96,92,138,90,-0.1797,-0.2078,-0.1951,0.0649,0.1934,0.1837,0.3374,0.2133,0.0421,-0.0714
3367,C29,863.2000122,1080.08,0.3367,-0.009215,0.003639,-0.005576,22.5,34.2000008,88,85,116,76,-0.1835,-0.2033,-0.1757,0.117,0.1461,0.1937,0.3208,0.0857,0.1512,-0.0653
3371,C29,910.5999756,1080.16,0.0665,0.007093,-0.009507,-0.002414,25.5,45.2999992,96,87,113,77,-0.2071,-0.1878,-0.1788,0.0599,0.1676,0.3005,0.404,0.3441,0.1341,-0.0891
3372,C29,999.7999878,1080.16,0.0433,-0.005422,0.003243,-0.002179,28.1000004,43.2999992,94,89,114,79,-0.2014,-0.1913,-0.1765,0.0721,0.1676,0.2727,0.4133,0.3946,0.1341,-0.1048
3373,C29,1047.099976,1080.18,0.0616,-0.001812,0.002807,0.000995,23.6000004,36.7999992,92,89,121,82,-0.1986,-0.1864,-0.1634,0.0837,0.1585,0.3155,0.4437,0.3838,0.1288,-0.0892
3374,C29,1078.300049,1080.21,0.1234,0.000654,0.000271,0.000925,23.3999996,37.5999985,90,89,127,82,-0.1916,-0.1814,-0.1613,0.125,0.1934,0.3053,0.4437,0.4043,0.1235,-0.0616
3375,C29,1193.800049,1080.23,0.0783,0.012887,-0.007419,0.005467,21.3999996,35.9000015,90,90,127,83,-0.186,-0.1983,-0.1613,0.1414,0.2706,0.3804,0.4902,0.3862,0.1625,-0.0341
3376,C29,1138,1080.21,0.0675,-0.013297,0.004617,-0.00868,24.2000008,36.4000015,88,84,111,78,-0.1748,-0.1878,-0.1795,0.1386,0.2601,0.369,0.4805,0.3763,0.2025,-0.0297
3377,C29,969,1080.25,0.1154,-0.000191,0.000629,0.000438,25.7000008,38.5,84,82,107,75,-0.1549,-0.1883,-0.1871,0.1268,0.2976,0.3763,0.4834,0.3679,0.2075,-0.02
3378,C29,919.7999878,1080.3,0.1205,0.012398,-0.002202,0.010196,25.2000008,38.2999992,82,84,114,75,-0.1696,-0.192,-0.2026,0.1019,0.2832,0.3579,0.4581,0.3575,0.1925,-0.0196
3379,C29,918.7000122,1080.35,0.1599,0.005102,-0.001252,0.00385,23.5,37.2000008,86,84,115,77,-0.1712,-0.1873,-0.1847,0.0233,0.2614,0.3163,0.4581,0.3706,0.1829,-0.0192
3380,C29,851.4000244,1080.4,0.1633,0.011144,-0.006101,0.005044,22.2000008,36.2000008,92,87,119,79,-0.1757,-0.1937,-0.2,0,0.2222,0.2513,0.362,0.3366,0.1813,-0.0048
3381,C29,812.5999756,1080.44,0.1333,0.00596,-0.003633,0.002328,20.2000008,33,88,86,124,80,-0.1717,-0.189,-0.2222,0.013,0.1397,0.2332,0.3455,0.2919,0.1792,-0.0233
3382,C29,757.2999878,1080.47,0.1636,-0.003311,0.004758,0.001447,20.8999996,32.7999992,90,85,120,82,-0.1661,-0.1825,-0.205,0.0086,0.1585,0.2708,0.3455,0.2736,0.1839,-0.0141
3383,C29,795.9000244,1080.52,0.2339,-0.001168,0.00125,0.000082,20.1000004,31.3999996,90,86,122,82,-0.1575,-0.184,-0.2099,-0.0044,0.1739,0.2539,0.362,0.3014,0.1839,-0.0419
3384,C29,708.9000244,1080.56,0.1798,0.00861,-0.00358,0.00503,18.1000004,29.7999992,86,86,121,81,-0.1565,-0.1922,-0.205,0.0222,0.1585,0.2371,0.362,0.2857,0.1696,-0.0755
3385,C29,816.7999878,1080.56,0.1306,-0.005221,0.002272,-0.002949,17.7000008,28.2000008,88,84,122,82,-0.1717,-0.1939,-0.1975,0.0631,0.1556,0.2396,0.3415,0.2754,0.1512,-0.0741
3386,C29,961.2000122,1080.57,0.1415,0.005736,-0.002255,0.003481,14.5,25.7000008,90,86,123,86,-0.1894,-0.203,-0.2,0.1152,0.1685,0.2632,0.3671,0.2647,0.1279,-0.0642
3387,C29,952.7000122,1080.55,0.2072,0.013721,-0.007608,0.006113,14.8000002,25.7000008,88,85,127,87,-0.1906,-0.2103,-0.175,0.0852,0.2254,0.2947,0.3711,0.2464,0.1279,-0.0741
3388,C29,1049.300049,1080.46,0.2773,0.005858,-0.000832,0.005026,14.6000004,25.2999992,86,89,127,85,-0.1797,-0.194,-0.175,0.0721,0.2273,0.288,0.354,0.2611,0.1512,-0.0654
3389,C29,881.5,1080.33,0.3104,0.006199,-0.002695,0.003504,15.1999998,25.3999996,88,86,130,82,-0.1919,-0.203,-0.175,0.0885,0.2022,0.2766,0.3711,0.2353,0.1379,-0.0594
3390,C29,798.7999878,1080.17,0.3443,0.000395,-0.002268,-0.001873,14.5,36,90,87,132,83,-0.1769,-0.203,-0.1902,0.0925,0.1798,0.267,0.3333,0.2427,0.1236,-0.0741
3391,C29,817.7000122,1079.97,0.4673,0.005901,-0.005857,0.000043,13.3000002,30.1000004,92,91,124,87,-0.1769,-0.2016,-0.1779,0.0213,0.2229,0.288,0.375,0.2249,0.1236,-0.0704
3421,C29,636.2999878,1080.18,0.3185,-0.009428,0.00237,-0.007058,19,39.7000008,90,83,100,70,-0.2015,-0.1967,-0.1925,0.1875,0.224,0.2169,0.4211,0.1275,0.0964,-0.098
3422,C29,455.7000122,1080.1,0.2686,-0.013967,0.003975,-0.009992,22.7000008,43.7999992,88,79,97,70,-0.1882,-0.2016,-0.2025,0.1546,0.2571,0.3152,0.4362,0.4098,0.0843,-0.1068
3423,C29,576.9000244,1080.11,0.2448,-0.006226,0.001777,-0.004449,23.2000008,41.9000015,84,76,102,69,-0.1882,-0.2066,-0.195,0.0808,0.2135,0.2597,0.4079,0.3297,0.1235,-0.11
3424,C29,648.4000244,1080.13,0.1374,-0.007427,0.002029,-0.005398,24,43.5999985,82,77,101,72,-0.1882,-0.2033,-0.205,0.07,0.1257,0.2418,0.3856,0.3444,0.1515,-0.0693
3425,C29,795.5999756,1080.16,0.0825,-0.006539,0.001932,-0.004608,26.7999992,47.5,86,84,110,78,-0.1884,-0.1968,-0.1902,0.0594,0.1459,0.2568,0.4118,0.3913,0.1515,-0.0784
3426,C29,978.0999756,1080.17,0.0667,-0.003316,0.002249,-0.001068,30,46,88,86,124,82,-0.2042,-0.1935,-0.1852,0.0628,0.1368,0.2473,0.3718,0.3369,0.1394,-0.0806
3427,C29,899.2999878,1080.2,0.1011,0.004877,-0.00144,0.003437,26.3999996,37.5999985,90,85,132,84,-0.2056,-0.1917,-0.1902,0.0561,0.1503,0.2757,0.3974,0.3476,0.1111,-0.0841
3428,C29,867.9000244,1080.24,0.0487,0.011195,-0.005908,0.005287,23.2999992,35.2000008,92,85,122,82,-0.2,-0.1864,-0.1852,0.0667,0.1443,0.3053,0.3631,0.3579,0.1446,-0.0892
3429,C29,950.2999878,1080.23,0.0635,0.003733,-0.00384,-0.000107,23.5,34.5999985,92,84,117,81,-0.1831,-0.1864,-0.1772,0.0926,0.2209,0.3262,0.451,0.3723,0.2,-0.0348
3430,C29,1137.199951,1080.22,0.0622,0.000327,-0.000241,0.000086,23.7999992,35.7000008,86,85,117,80,-0.1915,-0.1878,-0.172,0.0917,0.2515,0.3405,0.4702,0.4098,0.1975,-0.0297
3431,C29,1074.5,1080.24,0.1125,0.011199,-0.005614,0.005585,28.2999992,38.7999992,86,86,114,76,-0.1901,-0.193,-0.1847,0.0885,0.2601,0.3587,0.4834,0.3895,0.2025,-0.0435
3432,C29,988.0999756,1080.25,0.127,-0.001837,-0.000173,-0.00201,27.2999992,38.9000015,90,86,119,77,-0.1777,-0.187,-0.1795,0.0708,0.2571,0.3404,0.4323,0.3789,0.2025,-0.0291
3433,C29,934.5999756,1080.27,0.1445,-0.005109,0.004425,-0.000684,24.3999996,37.9000015,88,87,117,80,-0.1793,-0.192,-0.2,0.0498,0.2222,0.3263,0.4231,0.3575,0.2025,-0.0196
3434,C29,840.4000244,1080.31,0.1843,-0.007505,0.005735,-0.00177,23.6000004,37.7999992,90,85,122,81,-0.1633,-0.1969,-0.2099,0.0044,0.1868,0.285,0.362,0.2906,0.1716,-0.0286
3435,C29,719.4000244,1080.36,0.1956,0.002602,-0.00125,0.001352,22.2999992,34.5999985,88,85,122,80,-0.1661,-0.189,-0.205,0.0129,0.1585,0.2474,0.362,0.2816,0.1609,-0.0323
3436,C29,823.5,1080.4,0.1597,0.004313,-0.003249,0.001064,21.2999992,32.5999985,92,85,120,80,-0.1615,-0.197,-0.205,-0.0043,0.1694,0.2526,0.3374,0.3077,0.1813,-0.0228
3437,C29,786.7999878,1080.42,0.1818,-0.00624,0.003905,-0.002334,21.5,31,86,84,122,81,-0.1469,-0.1985,-0.2099,-0.0088,0.1732,0.2526,0.375,0.2958,0.1813,-0.028
3438,C29,862.4000244,1080.47,0.2106,0.003316,-0.001211,0.002105,20.2999992,30.1000004,88,86,121,83,-0.1626,-0.197,-0.205,0.0311,0.1508,0.2169,0.354,0.2788,0.1561,-0.0616
3439,C29,789.7999878,1080.49,0.1545,0.004591,-0.002893,0.001698,18.3999996,29,88,89,121,83,-0.1717,-0.197,-0.195,0.0583,0.1657,0.2632,0.3711,0.2754,0.1214,-0.0654
3440,C29,945.7999878,1080.48,0.1728,0.001292,0.001523,0.002815,13.3000002,25,92,85,122,84,-0.18,-0.1985,-0.1902,0.1121,0.2,0.267,0.3671,0.2611,0.1264,-0.0556
3441,C29,889.4000244,1080.45,0.2268,0.006158,-0.00005,0.006108,14.6000004,24.7000008,84,84,124,86,-0.18,-0.197,-0.1801,0.0868,0.209,0.2872,0.3711,0.2537,0.1561,-0.0654
3442,C29,960.9000244,1080.37,0.2322,-0.00246,0.003155,0.000695,13.8000002,23.3999996,94,84,129,84,-0.1712,-0.197,-0.195,0.0489,0.1886,0.2947,0.354,0.2404,0.1696,-0.0566
3443,C29,922.7000122,1080.27,0.252,0.006648,-0.003389,0.003259,14.8999996,25.2999992,86,87,131,83,-0.1781,-0.1939,-0.1852,0.0721,0.1705,0.2766,0.3797,0.2404,0.1364,-0.0727
3444,C29,814.7999878,1080.12,0.3861,0.011771,-0.007691,0.00408,14.3999996,32.5,88,92,132,85,-0.1892,-0.1985,-0.1656,0.1081,0.2135,0.2698,0.3333,0.2367,0.1364,-0.0556
3445,C29,675.4000244,1079.91,0.4329,0.005695,-0.000716,0.004979,13.3000002,35.5999985,90,93,126,85,-0.189,-0.1939,-0.1951,0.083,0.2179,0.3053,0.358,0.2233,0.1561,-0.0556
3475,C29,729.5,1080.27,0.2576,-0.009286,0.003434,-0.005853,16.5,38.5999985,90,79,98,71,-0.1852,-0.1917,-0.1625,0.1077,0.1784,0.1534,0.4474,0.3895,0.0714,-0.0727
3476,C29,694.7000122,1080.23,0.194,0.008569,-0.012327,-0.003757,19,35.9000015,86,78,98,70,-0.1808,-0.1967,-0.1801,0.1692,0.2686,0.3118,0.4079,0.3474,0.0843,-0.0741
3477,C29,836,1080.23,0.1786,0.011897,-0.00526,0.006637,21.8999996,37.9000015,84,77,102,71,-0.1942,-0.1934,-0.175,0.1531,0.2316,0.3111,0.4248,0.3789,0.0988,-0.0704
3478,C29,906.2000122,1080.19,0.1301,-0.003365,0.000881,-0.002484,24.7999992,41.2000008,84,76,104,72,-0.1912,-0.1968,-0.175,0.1616,0.2265,0.3005,0.4362,0.399,0.0952,-0.1185
3479,C29,694.2000122,1080.21,0.1445,0.002348,-0.001209,0.00114,26.8999996,42.5999985,84,83,106,74,-0.1971,-0.2109,-0.2,0.1472,0.2198,0.337,0.404,0.3608,0.0952,-0.1048
3480,C29,754.7000122,1080.21,0.0871,-0.004945,0.002729,-0.002217,29,42.7000008,88,84,112,74,-0.2042,-0.2062,-0.2024,0.1357,0.172,0.2865,0.3816,0.3862,0.0898,-0.0995
3481,C29,614.5,1080.22,0.0596,-0.006175,0.002988,-0.003187,25.3999996,37.0999985,88,81,122,77,-0.2028,-0.1984,-0.2,0.14,0.1676,0.2796,0.3506,0.3508,0.0508,-0.0892
3482,C29,654.7999878,1080.23,0.0747,0.012289,-0.00757,0.004719,22.7000008,36.2000008,86,84,119,77,-0.2083,-0.1967,-0.2024,0.0599,0.1579,0.2396,0.3758,0.3508,0.1059,-0.0926
3483,C29,823.5999756,1080.2,0.1198,0.001502,-0.001025,0.000477,22,36.0999985,90,83,106,73,-0.1986,-0.1878,-0.1951,0.0654,0.1503,0.2593,0.4437,0.3505,0.1572,-0.1132
3484,C29,850.5999756,1080.17,0.1344,-0.000995,-0.002624,-0.003618,21.8999996,35.7000008,90,83,113,77,-0.2085,-0.193,-0.1646,0.0616,0.1739,0.3016,0.4248,0.3895,0.1875,-0.0784
3485,C29,1005,1080.16,0.1465,-0.006807,0.00222,-0.004587,26.1000004,38.7999992,88,84,117,78,-0.2057,-0.1928,-0.175,0.0561,0.1886,0.3189,0.4118,0.3913,0.225,-0.0341
3486,C29,864.2999878,1080.18,0.1499,-0.003733,0.000073,-0.00366,27.5,41.5,88,88,122,80,-0.2014,-0.1984,-0.1795,-0.0424,0.1705,0.3155,0.3459,0.3545,0.0726,-0.0291
3489,C29,951,1080.28,0.166,-0.00155,0.003595,0.002046,23.2999992,35.4000015,86,85,122,80,-0.1696,-0.1922,-0.2025,0.0044,0.1492,0.2604,0.375,0.33,0.1839,-0.0048
3490,C29,740.7000122,1080.31,0.1875,-0.000736,-0.000513,-0.001249,23.1000004,34.0999985,88,85,122,79,-0.1719,-0.2031,-0.205,0.0259,0.1492,0.262,0.3459,0.2981,0.1429,-0.0095
3491,C29,823.7999878,1080.34,0.1651,0.002694,-0.0019,0.000794,21.7000008,32.2000008,90,84,124,82,-0.1719,-0.1925,-0.2075,0.0303,0.1461,0.2421,0.3082,0.285,0.095,-0.0545
3492,C29,880.5,1080.37,0.2144,0.001512,-0.000416,0.001096,23.1000004,31.7999992,88,88,125,85,-0.1736,-0.1925,-0.2125,-0.0044,0.1124,0.2169,0.283,0.2718,0.0615,-0.0459
3493,C29,839.2999878,1080.4,0.1958,0.007808,-0.004607,0.003201,19.2000008,30.2999992,90,91,128,86,-0.1672,-0.203,-0.2,0.0175,0.1508,0.2299,0.3631,0.2718,0.1548,-0.0741
3494,C29,946.2000122,1080.4,0.1756,0.009128,-0.004265,0.004863,15.3999996,25.5,90,88,126,85,-0.1741,-0.197,-0.1875,0.0485,0.1932,0.2447,0.3292,0.2353,0.1462,-0.0704
3495,C29,956.0999756,1080.36,0.2212,0.007927,-0.004275,0.003652,14.8999996,25.5,94,90,133,87,-0.1852,-0.203,-0.1852,0.0526,0.2,0.234,0.3292,0.2353,0.1136,-0.0642
3496,C29,975.2999878,1080.29,0.2369,0.00861,-0.005525,0.003086,15.1000004,25.7000008,88,92,136,89,-0.1821,-0.1985,-0.1925,0.0211,0.1844,0.2275,0.3049,0.2488,0.0769,-0.0844
3497,C29,904,1080.2,0.3071,0.017977,-0.011226,0.006751,15.6000004,27,94,94,138,90,-0.1877,-0.1925,-0.2,0.0578,0.1538,0.2128,0.2619,0.2488,0.0052,-0.0925
3498,C29,823.7000122,1080.03,0.4493,0.013134,-0.00542,0.007714,15.5,29.7000008,94,96,143,94,-0.1852,-0.1939,-0.1829,0.0789,0.2045,0.266,0.3133,0.2255,0.1647,-0.0973
3499,C29,658.4000244,1079.83,0.4176,0.002742,0.003073,0.005815,13.6999998,38.7999992,94,96,143,94,-0.1837,-0.2082,-0.1728,0.0248,0.1978,0.2565,0.3133,0.1962,0.0995,-0.0811
3528,C29,651.7999878,1080.33,0.1993,-0.012493,0.006754,-0.005739,17.7000008,40.9000015,86,81,107,73,-0.2128,-0.192,-0.2,0.0254,0.02,0.2553,0.3974,0.3646,0.046,-0.1071
3529,C29,675.4000244,1080.3,0.1038,-0.002351,-0.000796,-0.003147,20.2999992,37.5,84,78,104,70,-0.1927,-0.1967,-0.1779,0.1606,0.2556,0.3152,0.4118,0.3789,0.0651,-0.0727
3530,C29,777.0999756,1080.29,0.1279,0.007589,-0.001461,0.006128,22,39.0999985,84,80,108,73,-0.19,-0.2016,-0.1728,0.1558,0.2308,0.3189,0.4156,0.3895,0.0714,-0.0811
3531,C29,892.0999756,1080.24,0.0988,-0.015274,0.007552,-0.007723,24.1000004,38.7999992,84,82,113,75,-0.1898,-0.2016,-0.1656,0.1837,0.2444,0.337,0.4286,0.4,0.0714,-0.0893
3532,C29,830.7999878,1080.26,0.0872,0.016989,-0.01028,0.006709,24.8999996,40,86,81,112,74,-0.2042,-0.2031,-0.1807,0.15,0.2527,0.2941,0.3896,0.3608,0.0526,-0.0991
3533,C29,902.0999756,1080.25,0.08,0.003161,0.00122,0.00438,25,35.9000015,86,84,111,75,-0.2055,-0.2078,-0.1758,0.16,0.2108,0.2872,0.3718,0.3646,0.0405,-0.0959
3534,C29,738.2999878,1080.23,0.0621,0.013283,-0.011103,0.00218,25.3999996,35.2999992,84,84,111,75,-0.1972,-0.2124,-0.1829,0.1485,0.2198,0.3333,0.4286,0.3299,0.076,-0.0642
3535,C29,858.0999756,1080.2,0.13,0.001619,-0.0035,-0.00188,22.7000008,34.2999992,86,81,111,75,-0.207,-0.2078,-0.1829,0.13,0.2514,0.291,0.4737,0.3403,0.0898,-0.0642
3536,C29,829.4000244,1080.14,0.1234,-0.00515,0.002201,-0.002949,21.3999996,32.4000015,88,84,109,75,-0.2028,-0.2126,-0.1902,0.1055,0.1852,0.2917,0.4323,0.3822,0.1205,-0.0909
3537,C29,723,1080.11,0.109,-0.005496,0.002421,-0.003076,21.6000004,35.0999985,90,83,110,73,-0.1986,-0.208,-0.1902,0.0792,0.1828,0.2917,0.4667,0.3679,0.1358,-0.0891
3538,C29,755.5999756,1080.1,0.1085,-0.008038,0.003519,-0.004519,24.6000004,38.7999992,84,81,105,72,-0.2028,-0.2114,-0.1951,0.0537,0.1784,0.3189,0.4118,0.3946,0.1928,-0.0693
3541,C29,1021.799988,1080.2,0.1441,0.001921,-0.002259,-0.000338,24.3999996,36.4000015,90,85,119,78,-0.1649,-0.2016,-0.2147,0.0625,0.2135,0.2332,0.3374,0.2524,0.1647,-0.0556
3542,C29,670.0999756,1080.22,0.1707,-0.002678,0.001684,-0.000994,25.7999992,36.7999992,86,85,126,81,-0.1943,-0.1984,-0.2,0.0877,0.2155,0.2727,0.3082,0.2308,0.0674,-0.0714
3543,C29,723.0999756,1080.24,0.1986,0.003038,-0.000317,0.002722,24.2000008,34.4000015,90,84,125,82,-0.1944,-0.2062,-0.2,0.0885,0.1978,0.2526,0.3252,0.2019,0.0615,-0.0679
3544,C29,573.5999756,1080.25,0.2287,-0.004998,0.000991,-0.004007,26,35.4000015,86,85,131,85,-0.1972,-0.2031,-0.1882,0.0435,0.2,0.2299,0.3292,0.1538,0.0615,-0.0714
3545,C29,680.4000244,1080.29,0.2432,0.006144,-0.002196,0.003949,21.3999996,31.7000008,88,86,130,84,-0.189,-0.2016,-0.1807,0.0614,0.1222,0.2275,0.2593,0.1359,0.0378,-0.0811
3546,C29,644.2999878,1080.28,0.2738,0.012409,-0.004947,0.007462,19.2000008,29.6000004,90,87,128,84,-0.189,-0.2107,-0.1902,0.0603,0.1366,0.2275,0.2071,0.1193,0,-0.1071
3547,C29,666.7999878,1080.24,0.3124,0.003978,-0.002882,0.001096,17.8999996,28.5,90,91,138,88,-0.2,-0.2107,-0.1976,0.087,0.1398,0.2251,0.1771,0.1721,-0.0052,-0.1149
3548,C29,616.7999878,1080.16,0.3381,0.002943,-0.001444,0.001498,18.7000008,28.8999996,88,95,141,92,-0.2081,-0.1985,-0.1953,0.0678,0.1414,0.2147,0.2071,0.1509,-0.0104,-0.1322
3549,C29,768.7000122,1080.05,0.424,0.00688,-0.004298,0.002582,18,28.5,98,99,143,94,-0.2121,-0.2031,-0.1813,0.025,0.1414,0.2128,0.1864,0.0901,-0.0204,-0.1369
3550,C29,724.5,1079.88,0.4853,-0.003488,0.004348,0.00086,17.7000008,29.2000008,92,98,146,92,-0.1959,-0.2077,-0.1705,0.0456,0.1505,0.1937,0.2,0.0522,0.0051,-0.1319
3551,C29,467.2999878,1079.71,0.3916,-0.000068,0.004397,0.004329,16.5,42.2000008,94,95,148,95,-0.2027,-0.2131,-0.1617,0.0364,0.1263,0.1795,0.1732,0.0644,-0.0415,-0.1176
3580,C29,513.9000244,1080.39,0.2105,-0.008583,0.003253,-0.00533,18.6000004,42.2999992,82,87,116,77,-0.2085,-0.2016,-0.209,0.13,0.0098,0.266,0.3974,0.3505,0.0391,-0.0973
3581,C29,686,1080.35,0.1114,-0.003951,0.000851,-0.0031,20.1000004,36.5,84,80,103,73,-0.2085,-0.1968,-0.1707,0.1386,0.2486,0.2872,0.4118,0.3438,0.0345,-0.0811
3582,C29,838.4000244,1080.34,0.1318,0.009406,-0.00388,0.005526,21,35.2000008,86,76,103,74,-0.19,-0.2032,-0.1758,0.1443,0.2265,0.3118,0.3974,0.3711,0.0345,-0.0925
3583,C29,792,1080.28,0.1184,-0.010136,0.007408,-0.002729,22.7000008,35.2000008,84,82,115,76,-0.2028,-0.2016,-0.1667,0.1014,0.2198,0.2727,0.3896,0.3608,0.076,-0.0973
3584,C29,732.4000244,1080.27,0.0525,0.009799,-0.007506,0.002293,22.7999992,35.2999992,84,84,116,79,-0.1972,-0.2062,-0.1716,0.1429,0.1957,0.2526,0.3548,0.3538,0.0227,-0.0893
3585,C29,858.0999756,1080.24,0.1133,0.001812,-0.001416,0.000396,24.7999992,34.2999992,84,82,109,76,-0.2,-0.2109,-0.1807,0.1165,0.2065,0.3081,0.3896,0.3368,0.0526,-0.0973
3586,C29,865.5999756,1080.2,0.1172,0.002885,-0.002185,0.0007,25.2000008,34.9000015,86,82,113,75,-0.193,-0.1969,-0.1707,0.1048,0.2198,0.3261,0.4286,0.3641,0.0651,-0.0762
3587,C29,1001.200012,1080.15,0.1584,0.003447,-0.001056,0.002391,21.2000008,32.2000008,88,82,116,77,-0.1972,-0.2016,-0.1779,0.1188,0.2222,0.3298,0.4194,0.3918,0.0651,-0.0679
3588,C29,1025.800049,1080.09,0.1266,-0.004029,0.000674,-0.003355,20.7000008,29.8999996,88,81,113,74,-0.1957,-0.1968,-0.175,0.0725,0.2308,0.3191,0.48,0.399,0.1043,-0.0806
3589,C29,902.5,1080.07,0.0945,0.001104,0.001149,0.002252,21.6000004,33.7000008,88,82,112,73,-0.1971,-0.1935,-0.1852,0.0476,0.2472,0.2903,0.451,0.3679,0.1043,-0.0693
3590,C29,914.9000244,1080.06,0.0799,-0.001788,-0.000815,-0.002603,22.7999992,38.0999985,82,82,106,74,-0.1942,-0.1967,-0.1902,0.0476,0.2316,0.2796,0.4118,0.3862,0.1124,-0.0874
3591,C29,801,1080.07,0.1244,0.004033,-0.002229,0.001804,25.7000008,42.5999985,82,78,101,73,-0.2058,-0.2085,-0.2048,0.0423,0.1913,0.2804,0.3797,0.2,0.1429,-0.0526
3594,C29,916.4000244,1080.1,0.2305,-0.000918,-0.004634,-0.005552,23.3999996,35.7000008,88,82,111,76,-0.1884,-0.1984,-0.1951,0.1171,0.2402,0.291,0.3121,0.2338,0.0795,-0.0594
3595,C29,747.5,1080.13,0.2163,0.008801,-0.00518,0.003621,23.6000004,34.4000015,86,85,115,79,-0.1943,-0.2062,-0.1829,0.105,0.2391,0.3262,0.2987,0.202,0.0276,-0.0667
3596,C29,866.9000244,1080.13,0.2433,0.003314,-0.006377,-0.003063,23.1000004,33.5,84,88,117,79,-0.1777,-0.2167,-0.1856,0.1268,0.2265,0.3053,0.2994,0.2293,0.0508,-0.0489
