,ID,FIELD,YLD03,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI01_616,VI01_624,VI01_710,VI01_827,VI01_912
165,3391,C29,1026,1079.97,0.4673,0.005901,-0.005857,4.3e-05,13.300000199999998,30.100000399999995,92,91,124,87,-0.217,-0.1905,-0.0042,0.4225,0.1845
166,3421,C29,1034,1080.18,0.3185,-0.009428,0.00237,-0.007058,19.0,39.7000008,90,83,100,70,-0.1909,-0.1715,0.0,0.3222,0.1262
167,3422,C29,1065,1080.1,0.2686,-0.013967,0.003975,-0.009992,22.7000008,43.7999992,88,79,97,70,-0.1831,-0.1765,-0.0046,0.2967,0.1244
168,3423,C29,912,1080.11,0.2448,-0.006226,0.001777,-0.004449,23.2000008,41.9000015,84,76,102,69,-0.2127,-0.1917,0.0182,0.3591,0.13
169,3424,C29,1000,1080.13,0.1374,-0.007427,0.002029,-0.005398,24.0,43.5999985,82,77,101,72,-0.2127,-0.1833,-0.022,0.3443,0.1859
170,3425,C29,1167,1080.16,0.0825,-0.006539,0.001932,-0.004608,26.7999992,47.5,86,84,110,78,-0.2178,-0.1903,-0.0254,0.3587,0.19
171,3426,C29,987,1080.17,0.0667,-0.003316,0.002249,-0.001068,30.0,46.0,88,86,124,82,-0.2105,-0.2112,0.0,0.337,0.1884
172,3427,C29,711,1080.2,0.1011,0.004877,-0.00144,0.003437,26.399999600000005,37.5999985,90,85,132,84,-0.2124,-0.1952,-0.0128,0.3057,0.1204
173,3428,C29,636,1080.24,0.0487,0.011195,-0.005908,0.005287,23.2999992,35.2000008,92,85,122,82,-0.2105,-0.2,0.0131,0.3128,0.1244
174,3429,C29,726,1080.23,0.0635,0.003733,-0.00384,-0.000107,23.5,34.5999985,92,84,117,81,-0.2108,-0.1901,0.0091,0.4255,0.2143
175,3430,C29,975,1080.22,0.0622,0.000327,-0.000241,8.6e-05,23.7999992,35.7000008,86,85,117,80,-0.2018,-0.1983,0.0138,0.413,0.2268
176,3431,C29,836,1080.24,0.1125,0.011199,-0.005614,0.005585,28.2999992,38.7999992,86,86,114,76,-0.2074,-0.1849,0.018,0.3946,0.1895
177,3432,C29,743,1080.25,0.127,-0.001837,-0.000173,-0.00201,27.2999992,38.9000015,90,86,119,77,-0.2072,-0.1885,0.0222,0.4362,0.2124
178,3433,C29,709,1080.27,0.1445,-0.005109,0.004425,-0.000684,24.3999996,37.9000015,88,87,117,80,-0.2054,-0.187,0.0354,0.4468,0.2804
179,3434,C29,672,1080.31,0.1843,-0.007505,0.005735,-0.00177,23.6000004,37.7999992,90,85,122,81,-0.2227,-0.1789,0.0175,0.4362,0.2577
180,3435,C29,585,1080.36,0.1956,0.002602,-0.00125,0.001352,22.2999992,34.5999985,88,85,122,80,-0.2052,-0.1888,-0.0085,0.3958,0.23
181,3436,C29,763,1080.4,0.1597,0.004313,-0.003249,0.001064,21.2999992,32.5999985,92,85,120,80,-0.2174,-0.184,-0.0213,0.3862,0.2195
182,3437,C29,882,1080.42,0.1818,-0.00624,0.003905,-0.002334,21.5,31.0,86,84,122,81,-0.2121,-0.1952,-0.0044,0.375,0.2118
183,3438,C29,1027,1080.47,0.2106,0.003316,-0.001211,0.002105,20.2999992,30.100000399999995,88,86,121,83,-0.2121,-0.1873,-0.0209,0.4378,0.2139
184,3439,C29,916,1080.49,0.1545,0.004591,-0.002893,0.001698,18.3999996,29.0,88,89,121,83,-0.2222,-0.2,-0.0209,0.3782,0.2255
185,3440,C29,919,1080.48,0.1728,0.001292,0.001523,0.002815,13.300000199999998,25.0,92,85,122,84,-0.2103,-0.1922,-0.0168,0.4486,0.25
186,3441,C29,808,1080.45,0.2268,0.006158,-5e-05,0.006108,14.6000004,24.7000008,84,84,124,86,-0.2155,-0.1873,-0.0209,0.4197,0.2663
187,3442,C29,1038,1080.37,0.2322,-0.00246,0.003155,0.000695,13.800000199999998,23.3999996,94,84,129,84,-0.2121,-0.1905,-0.0085,0.4063,0.2537
188,3443,C29,1016,1080.27,0.252,0.006648,-0.003389,0.003259,14.8999996,25.2999992,86,87,131,83,-0.2052,-0.1843,-0.0211,0.4409,0.2178
189,3444,C29,1049,1080.12,0.3861,0.011771,-0.007691,0.00408,14.3999996,32.5,88,92,132,85,-0.2203,-0.1797,-0.0168,0.3927,0.1792
190,3445,C29,1036,1079.91,0.4329,0.005695,-0.000716,0.004979,13.300000199999998,35.5999985,90,93,126,85,-0.2222,-0.1825,-0.0298,0.3854,0.1943
191,3475,C29,828,1080.27,0.2576,-0.009286,0.003434,-0.005853,16.5,38.5999985,90,79,98,71,-0.1946,-0.1765,0.0093,0.3405,0.13
192,3476,C29,859,1080.23,0.194,0.008569,-0.012327,-0.003757,19.0,35.9000015,86,78,98,70,-0.1909,-0.1833,0.0047,0.3443,0.1386
193,3477,C29,834,1080.23,0.1786,0.011897,-0.00526,0.006637,21.8999996,37.9000015,84,77,102,71,-0.2018,-0.1818,0.014,0.3552,0.1771
194,3478,C29,993,1080.19,0.1301,-0.003365,0.000881,-0.002484,24.7999992,41.2000008,84,76,104,72,-0.1944,-0.1852,-0.0132,0.3514,0.133
195,3479,C29,681,1080.21,0.1445,0.002348,-0.001209,0.00114,26.899999600000005,42.5999985,84,83,106,74,-0.2108,-0.177,-0.0254,0.3155,0.1005
196,3480,C29,865,1080.21,0.0871,-0.004945,0.002729,-0.002217,29.0,42.7000008,88,84,112,74,-0.2174,-0.192,-0.0293,0.3441,0.109
197,3481,C29,685,1080.22,0.0596,-0.006175,0.002988,-0.003187,25.3999996,37.0999985,88,81,122,77,-0.2208,-0.2063,-0.0169,0.2821,0.1174
198,3482,C29,586,1080.23,0.0747,0.012289,-0.00757,0.004719,22.7000008,36.2000008,86,84,119,77,-0.2155,-0.192,-0.0043,0.2857,0.194
199,3483,C29,796,1080.2,0.1198,0.001502,-0.001025,0.000477,22.0,36.0999985,90,83,106,73,-0.2159,-0.1918,0.0224,0.4074,0.2323
200,3484,C29,913,1080.17,0.1344,-0.000995,-0.002624,-0.003618,21.8999996,35.7000008,90,83,113,77,-0.2162,-0.1983,0.0226,0.3838,0.1741
201,3485,C29,779,1080.16,0.1465,-0.006807,0.00222,-0.004587,26.1000004,38.7999992,88,84,117,78,-0.2162,-0.2099,-0.0136,0.3333,0.1741
202,3486,C29,899,1080.18,0.1499,-0.003733,7.3e-05,-0.00366,27.5,41.5,88,88,122,80,-0.2055,-0.2195,-0.0136,0.4043,0.1667
203,3489,C29,782,1080.28,0.166,-0.00155,0.003595,0.002046,23.2999992,35.4000015,86,85,122,80,-0.2124,-0.1918,-0.0172,0.3862,0.2376
204,3490,C29,738,1080.31,0.1875,-0.000736,-0.000513,-0.001249,23.1000004,34.0999985,88,85,122,79,-0.2124,-0.1984,-0.0044,0.3263,0.1635
205,3491,C29,799,1080.34,0.1651,0.002694,-0.0019,0.000794,21.7000008,32.200000800000005,90,84,124,82,-0.2155,-0.1984,-0.0215,0.3684,0.1346
206,3492,C29,789,1080.37,0.2144,0.001512,-0.000416,0.001096,23.1000004,31.7999992,88,88,125,85,-0.2121,-0.2063,-0.0172,0.4162,0.1553
207,3493,C29,895,1080.4,0.1958,0.007808,-0.004607,0.003201,19.2000008,30.2999992,90,91,128,86,-0.2121,-0.2032,-0.0043,0.3717,0.1962
208,3494,C29,862,1080.4,0.1756,0.009128,-0.004265,0.004863,15.3999996,25.5,90,88,126,85,-0.2222,-0.2062,-0.0085,0.3265,0.1442
209,3495,C29,755,1080.36,0.2212,0.007927,-0.004275,0.003652,14.8999996,25.5,94,90,133,87,-0.217,-0.1984,-0.0128,0.3299,0.1442
210,3496,C29,987,1080.29,0.2369,0.00861,-0.005525,0.003086,15.1000004,25.7000008,88,92,136,89,-0.2155,-0.1905,-0.0127,0.4136,0.1211
211,3497,C29,979,1080.2,0.3071,0.017977,-0.011226,0.006751,15.6000004,27.0,94,94,138,90,-0.217,-0.1969,-0.0085,0.4239,0.0649
212,3498,C29,1022,1080.03,0.4493,0.013134,-0.00542,0.007714,15.5,29.7000008,94,96,143,94,-0.2301,-0.1953,-0.0209,0.3613,0.1792
213,3499,C29,1122,1079.83,0.4176,0.002742,0.003073,0.005815,13.699999800000002,38.7999992,94,96,143,94,-0.217,-0.2062,0.0,0.3472,0.1831
214,3528,C29,805,1080.33,0.1993,-0.012493,0.006754,-0.005739,17.7000008,40.9000015,86,81,107,73,-0.2018,-0.192,-0.0093,0.3552,0.1386
215,3529,C29,831,1080.3,0.1038,-0.002351,-0.000796,-0.003147,20.2999992,37.5,84,78,104,70,-0.1946,-0.1736,-0.014,0.3333,0.1429
216,3530,C29,773,1080.29,0.1279,0.007589,-0.001461,0.006128,22.0,39.0999985,84,80,108,73,-0.2018,-0.1885,-0.0182,0.3812,0.1429
217,3531,C29,668,1080.24,0.0988,-0.015274,0.007552,-0.007723,24.1000004,38.7999992,84,82,113,75,-0.2,-0.1837,-0.0136,0.373,0.15
218,3532,C29,544,1080.26,0.0872,0.016989,-0.01028,0.006709,24.8999996,40.0,86,81,112,74,-0.2124,-0.1789,-0.0306,0.3333,0.1024
219,3533,C29,669,1080.25,0.08,0.003161,0.00122,0.00438,25.0,35.9000015,86,84,111,75,-0.2105,-0.1951,-0.0435,0.3016,0.1165
220,3534,C29,572,1080.23,0.0621,0.013283,-0.011103,0.00218,25.3999996,35.2999992,84,84,111,75,-0.2105,-0.1789,-0.0431,0.3125,0.206
221,3535,C29,624,1080.2,0.13,0.001619,-0.0035,-0.00188,22.7000008,34.2999992,86,81,111,75,-0.2052,-0.1855,-0.0131,0.3646,0.2222
222,3536,C29,654,1080.14,0.1234,-0.00515,0.002201,-0.002949,21.3999996,32.4000015,88,84,109,75,-0.2124,-0.1917,0.0088,0.4286,0.198
223,3537,C29,564,1080.11,0.109,-0.005496,0.002421,-0.003076,21.6000004,35.0999985,90,83,110,73,-0.2217,-0.2017,-0.03,0.3789,0.196
224,3538,C29,644,1080.1,0.1085,-0.008038,0.003519,-0.004519,24.6000004,38.7999992,84,81,105,72,-0.2232,-0.1917,-0.0603,0.4,0.1509
225,3541,C29,737,1080.2,0.1441,0.001921,-0.002259,-0.000338,24.3999996,36.4000015,90,85,119,78,-0.2054,-0.1934,-0.0131,0.3191,0.1498
226,3542,C29,659,1080.22,0.1707,-0.002678,0.001684,-0.000994,25.7999992,36.7999992,86,85,126,81,-0.2159,-0.1967,-0.0298,0.3656,0.206
227,3543,C29,660,1080.24,0.1986,0.003038,-0.000317,0.002722,24.2000008,34.4000015,90,84,125,82,-0.2275,-0.187,-0.0298,0.2887,0.1823
228,3544,C29,562,1080.25,0.2287,-0.004998,0.000991,-0.004007,26.0,35.4000015,86,85,131,85,-0.2208,-0.1903,-0.038,0.337,0.198
229,3545,C29,673,1080.29,0.2432,0.006144,-0.002196,0.003949,21.3999996,31.7000008,88,86,130,84,-0.2121,-0.2063,-0.0043,0.2984,0.0893
230,3546,C29,610,1080.28,0.2738,0.012409,-0.004947,0.007462,19.2000008,29.600000399999995,90,87,128,84,-0.217,-0.2,-0.0252,0.2893,0.1041
231,3547,C29,519,1080.24,0.3124,0.003978,-0.002882,0.001096,17.8999996,28.5,90,91,138,88,-0.2203,-0.2062,-0.0213,0.2736,0.1152
232,3548,C29,572,1080.16,0.3381,0.002943,-0.001444,0.001498,18.7000008,28.899999600000005,88,95,141,92,-0.2203,-0.2031,-0.0331,0.2808,0.1031
233,3549,C29,671,1080.05,0.424,0.00688,-0.004298,0.002582,18.0,28.5,98,99,143,94,-0.2301,-0.2137,-0.037,0.2464,0.125
234,3550,C29,695,1079.88,0.4853,-0.003488,0.004348,0.00086,17.7000008,29.2000008,92,98,146,92,-0.2314,-0.2077,-0.0787,0.1743,0.0286
235,3551,C29,700,1079.71,0.3916,-6.8e-05,0.004397,0.004329,16.5,42.2000008,94,95,148,95,-0.225,-0.2167,-0.0211,0.1584,-0.0618
236,3580,C29,668,1080.39,0.2105,-0.008583,0.003253,-0.00533,18.6000004,42.2999992,82,87,116,77,-0.207,-0.1755,-0.0268,0.3552,0.125
237,3581,C29,715,1080.35,0.1114,-0.003951,0.000851,-0.0031,20.1000004,36.5,84,80,103,73,-0.2018,-0.1789,-0.0224,0.3583,0.1304
238,3582,C29,806,1080.34,0.1318,0.009406,-0.00388,0.005526,21.0,35.2000008,86,76,103,74,-0.2054,-0.1888,-0.0046,0.3545,0.1238
239,3583,C29,641,1080.28,0.1184,-0.010136,0.007408,-0.002729,22.7000008,35.2000008,84,82,115,76,-0.2124,-0.1789,0.0,0.3089,0.1456
240,3584,C29,600,1080.27,0.0525,0.009799,-0.007506,0.002293,22.7999992,35.2999992,84,84,116,79,-0.207,-0.1822,-0.0396,0.3441,0.1111
241,3585,C29,501,1080.24,0.1133,0.001812,-0.001416,0.000396,24.7999992,34.2999992,84,82,109,76,-0.2124,-0.2,-0.0354,0.3583,0.133
242,3586,C29,613,1080.2,0.1172,0.002885,-0.002185,0.0007,25.2000008,34.9000015,86,82,113,75,-0.2054,-0.1818,-0.0179,0.3878,0.1542
243,3587,C29,756,1080.15,0.1584,0.003447,-0.001056,0.002391,21.2000008,32.200000800000005,88,82,116,77,-0.2054,-0.195,-0.0222,0.4497,0.1741
244,3588,C29,690,1080.09,0.1266,-0.004029,0.000674,-0.003355,20.7000008,29.899999600000005,88,81,113,74,-0.2018,-0.1933,0.0,0.3927,0.25
245,3589,C29,514,1080.07,0.0945,0.001104,0.001149,0.002252,21.6000004,33.7000008,88,82,112,73,-0.2166,-0.1933,-0.0177,0.383,0.1919
246,3590,C29,587,1080.06,0.0799,-0.001788,-0.000815,-0.002603,22.7999992,38.0999985,82,82,106,74,-0.211,-0.188,-0.0393,0.3717,0.2245
247,3591,C29,803,1080.07,0.1244,0.004033,-0.002229,0.001804,25.7000008,42.5999985,82,78,101,73,-0.2,-0.188,-0.1325,0.2637,0.3333
248,3594,C29,512,1080.1,0.2305,-0.000918,-0.004634,-0.005552,23.3999996,35.7000008,88,82,111,76,-0.2108,-0.1917,-0.0342,0.3262,0.1471
249,3595,C29,470,1080.13,0.2163,0.008801,-0.00518,0.003621,23.6000004,34.4000015,86,85,115,79,-0.2159,-0.1918,-0.0259,0.3757,0.2347
250,3596,C29,638,1080.13,0.2433,0.003314,-0.006377,-0.003063,23.1000004,33.5,84,88,117,79,-0.2159,-0.2016,-0.0348,0.3651,0.2143
251,3597,C29,704,1080.15,0.2304,0.003093,-0.003557,-0.000465,22.8999996,32.0999985,84,87,125,81,-0.2174,-0.2031,-0.0342,0.3651,0.2577
252,3598,C29,770,1080.17,0.2484,0.008249,-0.003306,0.004943,21.3999996,31.5,86,84,126,81,-0.2121,-0.2078,-0.0453,0.3789,0.2293
253,3599,C29,786,1080.14,0.2747,-0.001076,0.001005,-7.2e-05,19.0,29.2999992,90,87,124,84,-0.2155,-0.2078,-0.0645,0.3679,0.2195
254,3600,C29,674,1080.1,0.3048,0.005603,-0.000963,0.004639,17.3999996,27.100000399999995,94,92,136,89,-0.2222,-0.1969,-0.065,0.3871,0.2195
255,3601,C29,684,1080.01,0.3416,0.002766,-0.003631,-0.000866,17.7999992,26.899999600000005,92,95,135,89,-0.2314,-0.2062,-0.0488,0.2995,0.2095
256,3602,C29,777,1079.89,0.4169,0.010181,-0.004218,0.005962,16.7000008,26.5,90,91,128,86,-0.2295,-0.2016,-0.0677,0.2808,0.2075
257,3603,C29,765,1079.73,0.412,-0.003992,0.005273,0.001281,15.3999996,25.5,90,90,129,85,-0.2167,-0.2,-0.0787,0.3265,0.1211
258,3604,C29,883,1079.59,0.3419,0.00329,-0.000376,0.002914,14.3999996,42.0,96,92,137,88,-0.2218,-0.2046,-0.0751,0.2673,0.0617
259,3634,C29,800,1080.46,0.2022,-0.000177,0.001648,0.001471,15.800000199999998,35.5,92,86,126,82,-0.207,-0.2146,-0.0311,0.268,0.0876
260,3635,C29,755,1080.41,0.1151,-0.002429,0.000878,-0.001551,17.6000004,31.600000399999995,84,82,112,75,-0.2,-0.1935,-0.0263,0.2984,0.1415
261,3636,C29,761,1080.38,0.1257,0.008379,-0.004483,0.003896,19.0,29.7999992,84,82,111,78,-0.2105,-0.2016,-0.039,0.3229,0.1163
262,3637,C29,654,1080.31,0.1856,0.000856,0.004431,0.005288,19.7999992,29.399999600000005,86,83,117,78,-0.2105,-0.1888,-0.048,0.3021,0.1374
263,3638,C29,640,1080.25,0.1163,0.002357,-0.001516,0.000841,22.0,32.4000015,84,84,121,78,-0.2105,-0.1888,-0.0268,0.3298,0.1154
264,3639,C29,676,1080.2,0.1318,-0.000981,0.001074,9.3e-05,24.7000008,34.2000008,84,82,115,76,-0.2124,-0.1837,-0.0311,0.3514,0.1048
265,3640,C29,619,1080.15,0.1168,-0.00109,-2.8e-05,-0.001118,26.5,35.5999985,82,82,110,76,-0.2072,-0.1799,-0.0311,0.3583,0.13
266,3641,C29,590,1080.1,0.1527,-0.000623,-6.1e-05,-0.000684,22.7999992,34.2000008,82,80,108,76,-0.2018,-0.1984,-0.0351,0.3368,0.1373
267,3642,C29,659,1080.05,0.1251,-0.002289,0.000849,-0.00144,22.1000004,31.399999600000005,86,79,108,75,-0.211,-0.1901,0.0046,0.4043,0.1471
268,3643,C29,705,1080.02,0.114,0.000934,-0.001832,-0.000898,21.6000004,31.2000008,88,83,109,73,-0.2056,-0.195,-0.0138,0.375,0.2
269,3644,C29,585,1080.0,0.1423,0.003624,-0.005053,-0.001429,22.6000004,32.5999985,86,81,105,73,-0.2,-0.2017,-0.0268,0.3723,0.1859
270,3645,C29,645,1079.99,0.1854,0.003721,-0.004524,-0.000803,24.3999996,37.4000015,86,79,104,72,-0.1887,-0.1983,-0.0273,0.4162,0.2062
271,3646,C29,941,1079.98,0.2268,0.000654,-0.002063,-0.001409,25.7999992,39.4000015,84,78,100,69,-0.1962,-0.1861,-0.0224,0.4574,0.3081
272,3647,C29,885,1079.98,0.2541,-0.001199,0.00154,0.000341,23.5,36.5,84,74,103,70,-0.1963,-0.1899,-0.0476,0.4348,0.3194
273,3648,C29,518,1079.98,0.2514,-0.002425,0.000764,-0.001661,23.2999992,35.2000008,84,75,105,74,-0.2108,-0.1917,-0.0439,0.4254,0.2461
274,3649,C29,527,1079.99,0.3007,0.006571,-0.002271,0.0043,22.7999992,33.200000800000005,82,81,103,74,-0.2178,-0.1849,-0.018,0.5027,0.3298
275,3650,C29,636,1079.98,0.3203,-0.006349,0.000575,-0.005774,21.3999996,32.200000800000005,86,85,108,74,-0.2159,-0.1918,-0.018,0.4426,0.3226
276,3651,C29,598,1080.01,0.3049,0.004266,-0.001582,0.002684,21.7999992,33.9000015,82,84,109,77,-0.2124,-0.2,-0.0435,0.4011,0.2872
277,3652,C29,709,1080.03,0.296,0.004346,0.001841,0.006188,20.2999992,29.7999992,82,83,116,81,-0.2155,-0.2016,-0.0131,0.4074,0.3194
278,3653,C29,912,1080.0,0.2597,0.001028,0.000376,0.001404,17.7000008,27.5,88,86,124,83,-0.2222,-0.1937,-0.0336,0.4225,0.2451
279,3654,C29,825,1079.95,0.3191,0.007643,-0.001954,0.005689,18.2000008,26.5,88,86,130,86,-0.2255,-0.1937,-0.0213,0.4136,0.2537
280,3655,C29,886,1079.85,0.3851,0.002616,-0.002068,0.000547,17.7999992,26.399999600000005,90,86,129,86,-0.2255,-0.2154,-0.025,0.4167,0.244
281,3656,C29,907,1079.72,0.3839,-0.00376,0.004252,0.000492,17.0,26.7999992,90,84,125,82,-0.2269,-0.1938,-0.0413,0.3711,0.2381
282,3657,C29,886,1079.58,0.3757,-0.009451,0.006199,-0.003253,16.100000400000003,30.5,84,82,122,79,-0.2269,-0.1984,-0.064,0.383,0.1927
283,3658,C29,925,1079.46,0.3271,-0.002084,0.001837,-0.000247,14.300000199999998,38.0999985,94,88,125,85,-0.2365,-0.1984,-0.041,0.3168,0.1613
284,3687,C29,902,1080.5,0.1649,0.002718,0.001962,0.00468,13.699999800000002,40.7000008,86,84,123,80,-0.2127,-0.2146,-0.0396,0.2435,-0.0044
285,3688,C29,871,1080.44,0.0626,-0.001471,0.001482,1.1e-05,13.8999996,25.7000008,84,83,118,78,-0.2105,-0.1873,-0.0439,0.3333,0.1152
286,3689,C29,813,1080.41,0.1045,0.014031,-0.008156,0.005875,15.1000004,25.1000004,84,82,114,78,-0.2121,-0.184,-0.0263,0.3196,0.1152
287,3690,C29,687,1080.32,0.278,0.009414,-0.005904,0.00351,17.7000008,27.899999600000005,84,83,114,77,-0.2052,-0.1822,-0.0175,0.3122,0.1121
288,3691,C29,792,1080.2,0.1826,-0.011587,0.005102,-0.006485,21.0,32.9000015,84,80,113,75,-0.2174,-0.184,-0.0396,0.3368,0.1196
289,3692,C29,724,1080.16,0.1371,0.005109,-0.000427,0.004682,23.8999996,35.4000015,88,79,106,73,-0.2124,-0.1822,-0.0311,0.383,0.1584
290,3693,C29,699,1080.1,0.1305,-0.001562,0.000406,-0.001156,25.1000004,35.9000015,88,83,109,75,-0.2124,-0.1951,-0.0354,0.3548,0.1531
291,3694,C29,697,1080.05,0.1455,0.001403,0.000375,0.001778,24.7999992,36.4000015,86,82,112,76,-0.2108,-0.177,-0.0354,0.3656,0.1542
292,3695,C29,643,1080.0,0.1256,-0.001502,-0.000249,-0.001751,25.7999992,36.2999992,86,82,110,75,-0.2072,-0.1918,-0.0396,0.3402,0.1782
293,3696,C29,650,1079.96,0.1422,-5.4e-05,-0.002125,-0.00218,25.1000004,36.5999985,84,83,106,74,-0.2127,-0.1833,-0.027,0.3854,0.1626
294,3697,C29,622,1079.92,0.18,-0.001454,-8.4e-05,-0.001538,25.8999996,35.7000008,82,85,107,74,-0.2074,-0.1765,-0.0226,0.4093,0.2222
295,3698,C29,615,1079.88,0.2017,-0.002534,0.000835,-0.001699,26.600000399999995,37.5,86,82,105,72,-0.2,-0.1899,-0.009,0.4162,0.2435
296,3699,C29,778,1079.86,0.2256,-0.003982,0.001381,-0.002601,27.2000008,39.0,84,79,100,69,-0.2,-0.181,-0.0046,0.4632,0.3194
297,3700,C29,889,1079.85,0.2292,-0.004332,0.002763,-0.001569,25.0,37.9000015,84,76,103,70,-0.1963,-0.181,-0.018,0.4409,0.4074
298,3701,C29,756,1079.85,0.2439,-0.000775,0.001247,0.000472,24.1000004,36.5,84,78,103,73,-0.2182,-0.1864,-0.0351,0.4603,0.3081
299,3702,C29,758,1079.84,0.265,-0.004619,0.005327,0.000709,21.7999992,32.5999985,84,82,101,72,-0.2127,-0.1688,-0.0135,0.4839,0.3804
300,3703,C29,708,1079.84,0.2356,-0.009692,0.004672,-0.00502,23.2999992,36.0999985,82,81,111,74,-0.2162,-0.1833,-0.0135,0.4866,0.3622
301,3704,C29,913,1079.87,0.2624,-0.000232,0.005326,0.005094,22.8999996,36.9000015,84,81,115,79,-0.2108,-0.1818,-0.0088,0.4839,0.369
302,3705,C29,771,1079.88,0.2557,-0.001299,0.002781,0.001482,19.5,30.100000399999995,82,86,118,81,-0.2121,-0.2,-0.0342,0.427,0.3333
303,3706,C29,837,1079.87,0.2346,0.001444,0.001979,0.003423,18.5,27.2999992,88,85,121,82,-0.2155,-0.1793,-0.0213,0.4457,0.2775
304,3707,C29,749,1079.8,0.3256,0.001323,-0.001303,2e-05,18.3999996,27.2999992,82,85,125,83,-0.217,-0.1937,-0.0377,0.4603,0.268
305,3708,C29,897,1079.71,0.3003,-0.003324,0.007531,0.004207,17.3999996,27.399999600000005,88,85,123,85,-0.2255,-0.2031,-0.0453,0.4555,0.3163
306,3709,C29,905,1079.6,0.3069,0.001264,-0.001253,1e-05,15.8999996,26.600000399999995,92,85,125,83,-0.2255,-0.1953,-0.0333,0.3846,0.303
307,3710,C29,781,1079.47,0.3079,-0.002125,0.003069,0.000944,15.6000004,33.7999992,86,85,127,81,-0.2203,-0.1922,-0.0445,0.3503,0.233
308,3711,C29,951,1079.36,0.2742,0.007248,-0.004122,0.003126,15.8999996,36.5,86,84,128,85,-0.2101,-0.2016,-0.0293,0.3604,0.2019
309,3739,C29,830,1080.45,0.0743,0.008252,-0.003527,0.004725,13.3999996,28.399999600000005,86,87,114,79,-0.2121,-0.189,-0.0348,0.3021,0.1152
310,3740,C29,879,1080.4,0.1505,0.00639,-0.005843,0.000546,14.699999800000002,25.0,84,85,111,74,-0.2121,-0.1793,-0.022,0.3405,0.1121
311,3741,C29,802,1080.29,0.3011,0.008237,-0.006303,0.001933,16.7000008,28.100000399999995,82,79,113,75,-0.2105,-0.1807,-0.0311,0.3122,0.1238
312,3742,C29,929,1080.15,0.2182,-0.020981,0.009793,-0.011188,18.5,32.4000015,84,83,114,75,-0.2052,-0.1837,-0.0439,0.375,0.1741
313,3743,C29,816,1080.1,0.1127,0.001308,0.003516,0.004824,22.0,35.2000008,86,79,110,74,-0.1964,-0.1822,-0.0268,0.4043,0.1777
314,3744,C29,798,1080.06,0.112,0.000749,-0.000696,5.4e-05,24.1000004,37.2000008,84,83,109,74,-0.2127,-0.1885,-0.0354,0.3617,0.1373
315,3745,C29,797,1080.01,0.1375,-0.00123,-0.000436,-0.001666,24.5,36.5,84,82,108,74,-0.2,-0.187,-0.0354,0.3757,0.2143
316,3746,C29,715,1079.95,0.1446,0.000518,-0.001346,-0.000828,25.1000004,37.4000015,84,82,110,74,-0.2127,-0.1646,-0.0311,0.3895,0.2577
317,3747,C29,697,1079.89,0.1578,-0.004048,0.000643,-0.003405,26.5,39.2999992,84,82,107,74,-0.2,-0.1818,-0.0396,0.4093,0.3048
318,3748,C29,737,1079.84,0.1574,-0.00079,0.000634,-0.000156,25.7999992,35.9000015,82,81,107,73,-0.2055,-0.1681,-0.0354,0.4792,0.3048
319,3749,C29,795,1079.8,0.1569,-0.006835,0.003661,-0.003174,24.8999996,35.4000015,88,80,98,71,-0.2074,-0.178,-0.018,0.4136,0.3194
320,3750,C29,1012,1079.76,0.1765,-0.005463,0.002003,-0.00346,25.7999992,36.7000008,82,76,96,67,-0.2074,-0.1724,0.0091,0.4819,0.3804
321,3751,C29,850,1079.73,0.2139,-0.003176,0.000665,-0.002511,26.600000399999995,37.4000015,84,76,97,67,-0.2019,-0.1775,0.0,0.4715,0.3782
322,3752,C29,975,1079.73,0.2067,-0.004891,0.003538,-0.001353,26.399999600000005,37.7000008,82,78,98,70,-0.2,-0.1897,-0.0046,0.5054,0.3684
323,3753,C29,854,1079.73,0.1756,-0.001121,0.00117,4.8e-05,26.2000008,37.2999992,82,81,98,70,-0.1963,-0.1507,0.0092,0.4839,0.4111
324,3754,C29,995,1079.73,0.1854,-0.006104,0.003318,-0.002785,23.0,36.5,80,78,106,73,-0.2,-0.1688,0.0,0.4866,0.369
325,3755,C29,870,1079.75,0.2179,-0.000934,0.001188,0.000254,22.0,33.5999985,86,78,110,78,-0.2018,-0.1745,0.0045,0.4811,0.3368
326,3756,C29,856,1079.77,0.1973,-0.001499,0.002745,0.001247,19.6000004,31.5,86,84,116,81,-0.2105,-0.1885,0.0,0.4863,0.3656
327,3757,C29,780,1079.76,0.2233,0.014979,-0.004794,0.010184,19.6000004,28.399999600000005,84,84,125,83,-0.2052,-0.1789,-0.0254,0.4545,0.3333
328,3758,C29,891,1079.68,0.2715,-0.00846,0.006816,-0.001644,18.8999996,28.7999992,86,86,120,83,-0.2121,-0.1968,-0.0254,0.4894,0.3333
329,3759,C29,1022,1079.61,0.2211,0.006524,-0.003928,0.002596,16.399999599999997,26.7999992,84,84,122,82,-0.2155,-0.1952,-0.0333,0.4947,0.3368
330,3760,C29,1018,1079.49,0.3275,0.001866,-0.002287,-0.00042,15.1000004,24.2000008,86,82,120,79,-0.2222,-0.2,-0.0211,0.4715,0.3436
