,,,,,,Dewpoint (degree C)                    ,,,Rainfall (Inches),Relativehumidity (%)             ,,,Solarradiation (W/m^2)                ,,,"Stationpressure (mb, hpa)              ",,,temperature_2  (Degree C)               ,,,windspeed_2 (m/sec)                  ,,
2001,166,6/15/2001,6,15,3,11.08,5.89571875,0.147,0,67.32,35.76086806,13.05,981,348.1040139,0,904.7,902.2173611,899.1,32.24,23.82652778,13.57,5.638,3.214555556,0.408
2001,167,6/16/2001,6,16,3,15.77,10.12442361,5.848,0,68.81,39.06128472,17.5,1036,329.7097361,0,906,904.1791667,902.5,33.99,26.60802083,18.47,7.65,3.786333333,1.222
2001,168,6/17/2001,6,17,3,13.47,9.922951389,7.14,0,60.54,37.37930556,19.93,964,341.1045382,0,906.9,904.6,901.7,33.23,26.63548611,18.88,5.82,3.274590278,0.686
2001,169,6/18/2001,6,18,3,12.34,9.80209375,6.901,0,66.89,37.19777778,19.09,968,342.1337014,0,903.1,900.76875,897.9,33.84,26.81347222,17.78,7.32,3.640729167,0.13
2001,170,6/19/2001,6,19,3,13.49,11.36614583,8.42,0,70.1,40.84517361,21.68,1073,326.8761979,0,903.6,901.2763889,899.3,33.97,26.85017361,18.83,5.425,3.417489583,1.543
2001,171,6/20/2001,6,20,3,14.77,9.824826389,7.5,0.16,72.3,38.0125,21.06,987,322.8721111,0,907,903.6402778,900.9,33.61,26.11711806,16.51,9.82,3.072378472,0
2001,172,6/21/2001,6,21,3,15.05,12.95940972,11.11,0,74,53.46246528,39.1,1068,304.1053646,0,907.8,905.9871528,903.9,27.53,23.17302083,19.09,7.02,3.586961806,0
2001,173,6/22/2001,6,22,3,13.4,11.15904167,6.354,0,76.7,48.22989583,31.08,1043,280.6596771,0,907.6,904.1,900.3,30.45,23.40604167,15.81,4.875,2.856920139,0
2001,174,6/23/2001,6,23,3,18.75,13.56160417,5.825,0,80.2,53.23083333,31.03,937,290.9697465,0,904.4,901.7986111,899.3,32.19,24.4384375,17.77,7.23,3.903347222,0
2001,175,6/24/2001,6,24,3,17.56,15.06444444,11.57,0,91.9,55.41902778,24.97,943,324.0041181,0,903,901.3979167,899.2,34.66,26.36875,18.17,6.728,3.707871528,1.692
2001,176,6/25/2001,6,25,3,16.27,13.30559028,10.53,0,77.8,46.09565972,24.82,1050,318.7434028,0,903.1,901.7833333,899.8,33.66,26.93878472,19.75,6.535,3.596663194,0.863
2001,177,6/26/2001,6,26,3,15.99,12.21131944,8.64,0.14,81.8,46.07638889,22.75,1071,324.9818299,0,904.6,902.971875,901.5,32.6,26.00836806,17.62,6.353,3.381927083,0.791
2001,178,6/27/2001,6,27,3,13.5,9.612479021,5.184,0,65.98,37.66884615,18.19,1056,288.681014,0,906.5,904.6192308,903,32.79,26.71818182,19.44,4.995,2.786783217,0.187
2001,179,6/28/2001,6,28,3,16.95,8.932243056,6.318,0,77.2,33.10163194,17.76,995,344.481816,0,904.4,902.3416667,899.2,34.08,27.68864583,21.02,8.48,3.734305556,1.344
2001,180,6/29/2001,6,29,3,15.4,12.95625,9.53,0,76,45.48361111,21.24,950,320.4757153,0,901.9,899.1753472,896.6,35.06,27.1559375,19.01,6.775,2.795965278,0
2001,181,6/30/2001,6,30,3,16.62,12.53652778,8.88,0,65.11,41.10454861,21.86,956,313.8251597,0,902.2,899.9138889,898.5,34.15,27.82545139,20.37,6.323,3.141496528,0
2001,182,7/1/2001,7,1,3,19.07,16.12899306,12.55,0.11,94.2,60.451875,33.76,961,283.14625,0,904,902.5284722,901.1,31.25,25.35579861,19.87,5.64,2.757413194,0.163
2001,183,7/2/2001,7,2,3,16.87,14.65819444,11.48,0.14,86.6,58.41451389,31.47,1039,309.9393125,0,905.5,904.1236111,902.4,30.59,24.20222222,17.61,5.935,2.471857639,0
2001,184,7/3/2001,7,3,3,15.53,12.74409722,10.04,0,84.6,51.12354167,25.73,986,334.8305069,0,906.6,905.0440972,903.2,31.86,24.91607639,17.53,6.008,2.836631944,0.948
2001,185,7/4/2001,7,4,3,14.25,11.52871528,8.69,0.16,67.87,41.56541667,22.59,1047,336.400184,0,906.8,905.0517361,903.4,33.94,26.72059028,18.04,5.478,2.131472222,0
2001,186,7/5/2001,7,5,3,14.91,11.70434028,8.44,0,65.13,41.31826389,21.41,1162,268.5514722,0,905.2,903.11875,900.4,33.89,26.92722222,18.62,5.6,2.114194444,0
2001,187,7/6/2001,7,6,3,15.04,12.23857639,9.68,0,67.82,39.22135417,21.27,1031,332.6020833,0,903.5,901.7006944,899.5,35.22,28.38975694,19.31,5.9,3.00840625,0
2001,188,7/7/2001,7,7,3,14.31,11.47954861,8.35,0.07,61.51,36.44534722,18.93,957,334.0629132,0,902.9,901.2836806,899.4,35.47,28.90777778,20.87,5.423,3.158614583,0.448
2001,189,7/8/2001,7,8,3,13.23,10.60506944,8.09,0,58.6,34.92638889,18.27,954,334.1631458,0,902.9,901.0107639,898.8,35.8,28.60666667,20.63,5.2,2.885284722,1.144
2001,190,7/9/2001,7,9,3,12.45,10.61645833,7.71,0,61.34,35.20090278,18.74,992,327.9536736,0,902.2,900.6416667,898.6,35.01,28.31350694,19.04,4.97,2.620065972,0.72
2001,191,7/10/2001,7,10,3,12.08,9.413756944,6.209,0,59.43,31.36736111,15.02,957,331.5656701,0,901.3,899.2423611,897.1,36.49,29.17652778,19.18,4.23,2.025798611,0.02
2001,192,7/11/2001,7,11,3,12.34,8.780913194,4.924,0,51.59,28.97399306,13.3,965,334.1294722,0,899.9,898.4944444,896.7,37.23,29.86590278,20.58,5.628,2.369951389,0
2001,193,7/12/2001,7,12,3,11.56,9.082173611,4.401,0,61.73,29.67447917,12.63,954,334.7412257,0,901.3,899.8611111,898.2,38.09,30.20479167,18.68,4.568,1.999413194,0
2001,194,7/13/2001,7,13,3,19.74,15.831875,9.32,0.34,69.43,49.62850694,28.96,952,273.4183715,0,903.6,902.1392361,899.8,34.46,27.69892361,20.32,6.878,3.240465278,0
2001,195,7/14/2001,7,14,3,19.63,17.80392361,15.1,0.01,84.1,65.820625,29.5,1109,220.0844167,0,904.1,900.7211806,897.1,35.37,25.29298611,21.31,8.78,2.782128472,0.327
2001,196,7/15/2001,7,15,3,20.27,15.30739583,7.07,0,95.3,54.81850694,14.58,923,295.4455347,0,899.1,896.7270833,893.3,38.44,28.00649306,19.75,8.7,3.703197917,0
2001,197,7/16/2001,7,16,3,17.48,13.04722222,8.08,0,71.4,39.23829861,15.94,931,318.3039132,0,898.7,897.1385417,894.8,38.45,30.2,22,10.25,3.208111111,0
2001,198,7/17/2001,7,17,3,16.9,14.50611111,11.7,0,70.5,42.53010417,22.89,933,320.6437118,0,901.2,899.5888889,898,36.33,29.45267361,21.08,5.55,2.780222222,0
2001,199,7/18/2001,7,18,3,17.43,15.15885417,12.92,0,66.73,44.99034722,25.79,946,318.1883194,0,901.1,899.64375,897.6,35.68,28.98114583,22.18,5.063,2.996138889,0.394
2001,200,7/19/2001,7,19,3,15.17,14.2396875,11.46,0,59.89,41.84871528,23.3,1003,318.2492292,0,901.4,899.8371528,897.7,35.79,29.09760417,22.99,5.695,3.125347222,1.174
2001,201,7/20/2001,7,20,3,16.31,14.19322917,11.37,0.06,77.3,44.98329861,23.12,1019,314.0374965,0,901.4,899.8003472,897.4,35.51,28.48621528,19.53,5.755,2.137159722,0
2001,202,7/21/2001,7,21,3,16.11,12.70149306,9.58,0.56,67.02,36.63506944,19.62,986,316.9121632,0,900,898.13125,895.7,36.73,30.16701389,21.39,5.263,2.625309028,0.205
2001,203,7/22/2001,7,22,3,11.93,10.29517361,7.1,0,56.19,30.58486111,16.02,987,324.5729826,0,898.3,896.9753472,895.1,37.18,30.38274306,20.29,5.823,2.808305556,0.273
2001,204,7/23/2001,7,23,3,11.34,9.603694444,6.094,0.11,49.72,29.87916667,14.57,941,326.2082604,0,898.7,897.2229167,895.4,37.23,30.10104167,22.09,4.998,2.898180556,0.453
2001,205,7/24/2001,7,24,3,12.46,11.17829861,9.45,1.07,56.24,34.89847222,20.06,956,326.5682361,0,899.6,897.8503472,896,36.29,28.89527778,20.3,5.14,2.564965278,0
2001,206,7/25/2001,7,25,3,14.92,12.92142361,10.66,0.12,60.33,38.7578125,22.31,1003,318.0475938,0,899,897.7236111,896.1,36.32,29.17361111,21.05,5.088,2.501118056,0
2001,207,7/26/2001,7,26,3,15.1,13.85083333,12.32,0.01,64.5,41.6,26.15,975,316.280125,0,900.5,899.0913194,897.7,34.33,28.73663194,20.8,5.565,2.68790625,0
2001,208,7/27/2001,7,27,3,16.87,15.26555556,13.83,0.02,66.15,48.41701389,29.77,1030,276.6873715,0,902.9,901.1361111,899.7,33.99,27.61652778,22.02,5.96,2.579927083,0
2001,209,7/28/2001,7,28,3,19.99,17.36357639,14.55,0,82.5,62.61739583,30.57,1003,247.1477014,0,904,902.5145833,901,34.28,25.78673611,21.46,6.605,2.006399306,0
2001,210,7/29/2001,7,29,3,18.83,15.73944444,12.05,0,83.4,50.14934028,24.08,1015,280.6002847,0,902.2,900.5902778,897.9,36.69,28.72961806,20.73,6.725,2.693739583,0
2001,211,7/30/2001,7,30,3,17.54,14.72204861,12.82,0.18,66.19,44.51145833,26.59,1093,259.9782882,0,901.2,899.2881944,897,34.8,28.76170139,22.06,7.96,3.489569444,0.177
2001,212,7/31/2001,7,31,3,16.93,13.55024306,10.19,0,68.93,43.18642361,22.04,922,315.0502708,0,902.8,900.7010417,899.4,34.89,28.18788194,21.68,6.333,3.49725,0.564
2001,213,8/1/2001,8,1,3,15.6,13.05170139,10.84,0,61.54,41.7228125,24.91,980,319.9230451,0,906.1,904.6923611,902.9,34.83,27.80277778,20.03,5.215,2.824829861,0.505
2001,214,8/2/2001,8,2,3,15.52,13.62385417,11.21,0.01,63.99,42.49663194,23.58,1009,317.5494757,0,908.2,906.3,904.2,34.83,28.3465625,20.92,5.148,2.364739583,0
2001,215,8/3/2001,8,3,3,15.61,12.98131944,8.86,0,65.23,43.85822917,26.88,954,309.1383958,0,906.5,904.4267361,901.6,32.67,26.94243056,20.77,5.015,2.582291667,0.009
2001,216,8/4/2001,8,4,3,13.57,10.735625,8.6,0,68.13,39.66194444,22.21,927,317.0394514,0,903.7,901.9645833,899.8,33.6,26.45211806,16.76,4.578,2.346732639,0
2001,217,8/5/2001,8,5,3,12.52,10.0215625,7.98,0,60.61,34.86340278,18.92,930,305.2009375,0,904.7,903.2364583,901.9,34.77,27.74552083,18.2,4.853,1.950920139,0
2001,218,8/6/2001,8,6,3,12.84,10.49961806,8.19,0,54.26,35.82847222,19.56,1126,246.7711944,0,906.2,904.84375,903,35.16,27.68927083,19.43,5.49,1.424482639,0
2001,219,8/7/2001,8,7,3,14.14,11.771875,8.25,0,58.52,42.60756944,22.82,1027,256.534625,0,906.8,904.8315972,902.4,32.62,26.08736111,20.63,5.108,1.685013889,0
2001,220,8/8/2001,8,8,3,16.03,11.83085069,6.547,0,76.2,44.80829861,17.7,1010,300.7837882,0,904.2,901.5229167,898,34.48,26.36861111,17.67,10.21,2.020743056,0
2001,221,8/9/2001,8,9,3,16.34,13.98576389,10.35,0.02,79.3,52.42979167,24.62,1079,253.2417083,0,902.7,900.9524306,899.4,34.59,25.51336806,18.75,10.28,2.709482639,0.016
2001,222,8/10/2001,8,10,3,18.21,15.83940972,12.48,0,80.1,58.13729167,33.67,1230,236.8716076,0,904.8,903.0954861,901.2,31.19,0.737465278,-6999,5.31,2.219729167,0
2001,223,8/11/2001,8,11,3,20.69,18.20204861,15.62,0,90,72.08427083,43.72,1026,140.2490625,0,905.2,902.8079861,901,29.15,23.92989583,20.09,5.81,2.9545,0.098
2001,224,8/12/2001,8,12,3,19.36,17.39375,13.04,0,95.1,71.48850694,34.48,1035,175.9413368,0,906.7,905.0239583,903.2,30.78,23.60895833,18.29,5.365,1.942697917,0
2001,225,8/13/2001,8,13,3,20.36,18.74486111,16.32,0,95.1,80.63760417,57.52,757,126.2542882,0,908.6,906.7166667,905.1,26.72,22.53180556,19.33,4.91,1.917392361,0.04
2001,226,8/14/2001,8,14,3,20.26,18.35006944,17.01,0,95.1,79.22493056,53.92,642.4,145.4073125,0,905.9,902.9329861,899.1,26.95,22.46430556,19.2,4.408,2.061184028,0
2001,227,8/15/2001,8,15,3,18.67,17.433125,15.42,0,91.7,67.83711806,43.62,859,157.1819028,0,901.3,899.2163194,898.1,29.66,24.29399306,19.51,4.86,2.149597222,0
2001,228,8/16/2001,8,16,3,18.68,15.31840278,11.62,0,90.4,60.20260417,30.41,959,279.6323021,0,905,903.0527778,901.3,31.26,24.65635417,18.82,8.32,2.453510417,0
2001,229,8/17/2001,8,17,3,18.18,16.18378472,12.41,0,89.3,62.01260417,30.32,1023,265.3744722,0,906.2,904.1708333,901.8,31.6,24.73680556,18.7,3.843,1.619934028,0
2001,230,8/18/2001,8,18,3,17.25,14.30885417,9.73,0,82.1,55.44350694,25.13,1147,250.3014028,0,905.4,903.2194444,900.7,32.49,24.92559028,18.43,5.263,2.245225694,0
2001,231,8/19/2001,8,19,3,16.6,11.88485417,1.256,0,85,47.46878472,12.98,965,294.3918958,0,902.2,900.9743056,899.1,34.83,26.44159722,17.94,5.808,2.779267361,0
2001,232,8/20/2001,8,20,3,15.92,10.97501736,5.834,0,70.9,42.23958333,17.59,922,295.9157292,0,902.7,901.0704861,899.3,34.13,26.09805556,17.02,5.118,2.57384375,0
2001,233,8/21/2001,8,21,3,17.05,13.88760417,10.48,0,72.7,48.83850694,24.42,1018,245.7487569,0,901,899.5482639,897,33.73,26.32614583,19.82,9.04,3.613027778,0
2001,234,8/22/2001,8,22,3,18.59,16.79722222,12.95,0,82.4,61.61097222,30.05,1058,235.9900556,0,901.7,900.084375,898.3,32.85,25.29784722,21.02,6.97,3.840868056,0.496
2001,235,8/23/2001,8,23,3,18.48,16.86229167,13.04,0,95.6,65.50215278,27.88,898,243.7407431,0,901.4,900.0190972,897.9,34.72,25.06972222,18.77,7.97,2.983381944,0.023
2001,236,8/24/2001,8,24,3,17.08,14.04743056,9.21,0,73.7,47.21916667,21.74,953,282.0757813,0,899.9,898.5378472,896.4,36.18,27.42916667,20.24,8.85,3.603041667,1.857
2001,237,8/25/2001,8,25,3,17.34,14.26791667,11.97,0,93.5,55.52322917,25.32,944,230.728559,0,905.2,899.6399306,897,35.12,25.14048611,17.14,8.41,3.511864583,0.549
2001,238,8/26/2001,8,26,3,18.05,16.83541667,15.48,0,96.8,82.40152778,60.42,974,180.7005938,0,905,903.4659722,901.5,24.76,20.26524306,17.3,5.78,2.329888889,0
2001,239,8/27/2001,8,27,3,17.29,15.66065972,13.76,0,96.8,70.18475694,41.23,997,276.1834132,0,903.7,902.1215278,899.8,28.7,22.23319444,15.81,4.113,1.661951389,0
2001,240,8/28/2001,8,28,3,18.03,16.01802083,12.01,0,96.1,68.48388889,33.66,949,283.8844688,0,902,900.6222222,898.3,29.67,23.09413194,16.62,5.71,2.1260625,0
2001,241,8/29/2001,8,29,3,17.84,16.50729167,14.41,0,97.9,74.23652778,42.98,1023,201.9575,0,900.6,898.9159722,896.6,28.43,21.98829861,17.36,5.093,2.535815972,0.149
2001,242,8/30/2001,8,30,3,18.04,15.84631944,12.27,0,97.5,72.00701389,35.39,1018,243.263559,0,899,897.8864583,896.5,29.36,21.88451389,15.54,7.04,1.773840278,0
2001,243,8/31/2001,8,31,3,18.93,15.50427083,13,0,94.6,67.85958333,39.35,1045,237.3914063,0,901.1,899.2826389,898.2,28.49,22.47614583,15.92,4.938,2.125340278,0
2001,244,9/1/2001,9,1,3,17.65,14.08298611,10.36,0,94.2,60.83496528,30.45,965,265.5413854,0,901.4,899.640625,897.5,29.99,23.21253472,15.56,4.453,1.715378472,0
2001,245,9/2/2001,9,2,3,16.27,13.68895833,11.7,0,82.3,53.51045139,27.4,863,263.2794688,0,901.3,897.5371528,894.9,33.2,25.02454861,16.96,9.36,3.018475694,0
2001,246,9/3/2001,9,3,3,17.51,15.17375,11.47,0,94.1,65.55496528,38.87,860,270.8060347,0,902.1,898.5569444,896.4,30.65,22.77697917,16.83,11.07,2.518027778,0
2001,247,9/4/2001,9,4,3,17.91,16.47361111,14.42,0.02,95.4,83.49385417,61.91,987,175.0233576,0,903.7,902.2986111,899.8,24.56,19.62111111,17.34,9.92,3.133010417,0.198
2001,248,9/5/2001,9,5,3,17.55,16.52364583,15.52,0,92,80.70510417,59.16,1144,154.5969896,0,902.9,900.8802083,898.3,24.75,20.27149306,17.59,3.035,1.693840278,0.232
2001,249,9/6/2001,9,6,3,18.33,15.64034722,12.99,0,98,64.0378125,31.43,863,271.6580243,0,899,895.46875,891.7,32.5,24.47642361,16.5,7.16,3.876211806,0.14
2001,250,9/7/2001,9,7,3,18.53,9.654663194,-3.227,0.16,90,48.80670139,9.51,883,277.4225069,0,892.5,891.0590278,889.5,33.26,24.42746528,16.83,10.87,5.394027778,1.046
2001,251,9/8/2001,9,8,3,11.22,8.812548611,6.494,0,81.3,57.12569444,36.41,870,274.9930104,0,900.9,895.8295139,892.6,25.56,18.00427083,10.91,8.34,3.664954861,0
2001,252,9/9/2001,9,9,3,7.51,5.19815625,2.027,0,73,49.76635417,27.38,894,262.7932708,0,906.8,904.7256944,900.9,22.82,16.5525,11.16,7.73,3.392878472,0.452
2001,253,9/10/2001,9,10,3,10.15,7.307180556,4.103,0,69.51,47.27052083,30.92,922,266.8585139,0,909.2,907.3052083,905.7,26.81,19.39184028,9.95,4.448,2.32915625,0
2001,254,9/11/2001,9,11,3,15.46,12.03100694,7.59,0.01,73,56.63743056,36.7,930,222.8048368,0,907.2,905.2902778,902.9,28.33,21.4040625,13.88,5.31,2.828489583,0.108
2001,255,9/12/2001,9,12,3,16.2,14.10802083,12.81,0,91.7,59.58711806,33.35,960,261.9683715,0,905.4,903.4552083,901.7,30.97,23.37913194,14.82,4.813,1.9424375,0
2001,256,9/13/2001,9,13,3,14.7,12.74190972,10.26,0,80.8,53.75756944,31.12,1105,202.09125,0,905.2,903.5413194,902,29.51,23.46972222,17.07,4.305,2.342038194,0.141
2001,257,9/14/2001,9,14,3,18.04,15.17836806,11.48,0,92.3,71.5525,53.29,339.9,88.66094444,0,903.7,902.4034722,900.4,23.03,20.81013889,18.63,4.59,2.050072917,0
2001,258,9/15/2001,9,15,3,16.85,14.99041667,12.23,0,97.8,63.33142361,30.48,1038,246.1828056,0,901,899.3836806,896.8,31.8,23.78375,15.74,4.688,1.818180556,0
2001,259,9/16/2001,9,16,3,16.99,14.2871875,11.74,0,93.9,61.05638889,32.7,887,187.5661736,0,901.5,899.753125,896.9,29.84,23.02399306,17.72,5.963,2.401038194,0
2001,260,9/17/2001,9,17,3,17.71,15.95739583,14.24,0.09,91.3,69.66118056,40.43,887,254.0244306,0,900.6,897.759375,895.6,29.11,22.39305556,16.77,9.09,3.748572917,0.736
2001,261,9/18/2001,9,18,3,16.63,16.00520833,14.61,0,92.5,73.86107639,46.38,917,216.2572604,0,899.6,897.6395833,895.6,27,21.30663194,17.1,5.205,2.976503472,0.979
2001,262,9/19/2001,9,19,3,17.96,16.33048611,13.94,0,97.7,74.27982639,44.04,951,240.1528438,0,902.4,899.9628472,897.8,29.54,21.81572917,14.81,5.14,2.425506944,0
2001,263,9/20/2001,9,20,3,17.88,15.18454167,5.472,0,94,64.97743056,18.55,817,224.0817535,0,901.2,899.3413194,896.8,34.73,24.015625,18.4,7.45,3.276444444,0.958
2001,264,9/21/2001,9,21,3,16.32,14.56239583,11.54,0,98,66.10503472,36.8,933,244.3636632,0,904.6,902.4319444,900.6,29.25,22.16854167,14.51,5.743,2.176725694,0
2001,265,9/22/2001,9,22,3,14.18,11.36059028,8.46,0,85.8,53.29802083,27.25,863,244.5692986,0,903.4,901.575,899.1,29.54,22.47145833,15.38,4.66,1.569916667,0
2001,266,9/23/2001,9,23,3,14.63,11.44111111,7.85,0,91.2,60.42881944,33.12,871,223.261566,0,907.9,904.6461806,901.5,26.19,20.17392361,13.43,6.53,3.053930556,0
2001,267,9/24/2001,9,24,3,9.03,7.120180556,4.543,0,92.2,65.53166667,36.08,820,228.8209618,0,910.5,908.00625,906.2,21.99,14.39482639,8.74,5.303,2.708732639,0.295
2001,268,9/25/2001,9,25,3,8.11,6.517038194,4.435,0,82.4,57.13565972,35.13,814,246.4053681,0,907.7,905.5614583,903,24,15.69927083,7.47,3.923,2.042975694,0
2001,269,9/26/2001,9,26,3,6.888,3.695371528,0.474,0,78.3,43.92482639,18.07,815,245.9455174,0,904.3,902.5392361,900.2,27.31,17.96041667,8.6,5.523,3.038590278,0
2001,270,9/27/2001,9,27,3,5.924,3.718267361,1.979,0.1,75.4,38.64902778,16.1,809,242.9929375,0,902.1,900.9350694,899.2,31.14,20.30208333,7.96,4.808,2.386215278,0
2001,271,9/28/2001,9,28,3,7.59,3.833371528,0.411,0,66.51,38.27399306,13.34,803,241.9505972,0,901.9,900.2972222,898.4,31.75,20.81118056,10.04,5.098,2.376548611,0
2001,272,9/29/2001,9,29,3,9.01,7.925600694,6.857,0,82,53.56892361,30.85,787,234.2121979,0,906.2,903.8833333,901.9,26.08,18.41427083,10.51,5.608,3.086572917,1.107
2001,273,9/30/2001,9,30,3,8.07,6.019215278,3.7,0,77.5,51.06041667,26.2,800,234.7714653,0,909.9,907.9190972,906.1,25.3,17.24611111,9.91,4.133,1.855670139,0
2001,274,10/1/2001,10,1,3,6.535,2.277239583,-4.005,0,76.3,43.10277778,15.5,821,240.4883229,0,909.1,906.6746528,904,24.65,16.61055556,8.56,4.245,1.355576389,0
2001,275,10/2/2001,10,2,3,5.185,2.083930556,-0.315,0,72.9,40.8571875,20.07,1014,222.9767639,0,904.5,901.628125,898.9,25.72,16.82876042,6.368,6.305,3.119107639,0
2001,276,10/3/2001,10,3,3,11.84,8.780579861,3.318,0.01,83.6,52.55177083,24.48,847,206.3799549,0,900.1,898.8145833,896.9,28.8,19.84260417,11.58,3.805,2.071034722,0
2001,277,10/4/2001,10,4,3,13.8,10.20952083,4.262,0,93.7,53.94923611,18.37,784,222.5147222,0,898.2,896.1621528,893,30.99,21.60260417,11.66,6.108,3.263885417,0
2001,278,10/5/2001,10,5,3,11.67,5.125940972,1.461,0,90.8,69.92649306,48.05,531.5,80.94797222,0,908.2,902.7701389,895,18.19,10.75061458,6.662,8.69,5.0775,1.405
2001,279,10/6/2001,10,6,3,4.746,2.089260417,-1.612,0,87.6,60.29479167,35.95,764,223.9440104,0,908.5,905.6809028,902.3,18.32,10.27242361,0.643,4.81,2.176572917,0
2001,280,10/7/2001,10,7,3,10.54,6.681555556,2.359,0,75.8,57.20663194,34.15,760,222.5988403,0,904.6,902.5319444,900.2,25.49,15.83870139,6.419,5.858,3.478340278,1.322
2001,281,10/8/2001,10,8,3,14.88,11.31190972,9.1,0.01,91.4,61.55180556,30.98,756,220.8785069,0,900.9,898.8111111,896.3,28.62,19.89597222,10.8,6.353,3.552065972,0.89
2001,282,10/9/2001,10,9,3,16.17,8.744982639,1.12,0,89.4,52.70590278,18.07,774,209.9077674,0,897.6,895.8225694,893.1,27.6,21.20270833,16.91,9.05,4.566166667,1.269
2001,283,10/10/2001,10,10,3,8.54,4.15003125,1.469,0.03,91.7,47.50666667,29.78,919,213.2561563,0,905.1,900.2402778,896.6,21.17,15.99118056,9.81,7.12,3.881461806,0
2001,284,10/11/2001,10,11,3,9.17,6.858638889,1.837,0.01,98.3,68.22625,28.01,840,222.2504375,0,904.2,899.0454861,892.8,21.6,13.89048611,7.83,5.9,2.211767361,0
2001,285,10/12/2001,10,12,3,7.86,4.354402778,0.605,0,79.4,61.31177083,33.13,780,122.4061319,0,895.6,892.8496528,890.7,17.57,12.13908333,5.214,8.86,4.561291667,0.082
2001,286,10/13/2001,10,13,3,2.226,-0.849885417,-3.764,0.01,90.5,51.5015625,18.24,760,222.7864479,0,896.3,893.2,890.9,21.61,10.90743056,0.423,5.61,2.093222222,0
2001,287,10/14/2001,10,14,3,0.887,-1.593868056,-4.077,0,57.46,34.26989583,13.76,756,220.519875,0,900.2,897.184375,895.3,26.17,15.9791875,6.286,5.823,2.610253472,0
2001,288,10/15/2001,10,15,3,3.657,-0.054434028,-4.076,0,66.28,45.60826389,32.93,745,214.5395208,0,914.2,905.5760417,895.3,14.97,11.62974306,2.597,11.02,4.927850694,0
2001,289,10/16/2001,10,16,3,-2.74,-6.727416667,-11.61,0,79,40.72020833,11.84,759,218.3601493,0,915.1,911.6444444,907.4,19.2,8.889170139,-1.93,6.245,2.251854167,0
2001,290,10/17/2001,10,17,3,3.095,-0.645010417,-6.636,0,55.3,35.69461806,19.4,736,210.1499271,0,907.3,902.9996528,899.3,26.66,15.37130556,4.578,7.15,4.07865625,0.458
2001,291,10/18/2001,10,18,3,3.472,0.511267361,-4.347,0,58.58,35.50850694,10.92,795,201.0929861,0,899.4,897.8923611,895.8,29.96,18.02260417,8.45,9.52,4.3598125,1.85
2001,292,10/19/2001,10,19,3,4.286,2.297079861,0.592,0,74,48.77267361,20.11,733,207.9771736,0,901,899.5552083,898,25.65,14.37696181,4.976,4.333,2.106822917,0
2001,293,10/20/2001,10,20,3,8.68,4.527670139,0.81,0,85.5,49.71190972,16.78,778,192.6572778,0,900.3,897.8541667,895.1,28.77,17.26869792,5.218,6.738,2.584395833,0
2001,294,10/21/2001,10,21,3,8.98,4.400375,-0.733,0,89.8,47.0790625,14.49,720,199.1494167,0,898.9,897.4590278,896.4,28.82,18.57600694,8.53,3.325,1.591732639,0
2001,295,10/22/2001,10,22,3,10.07,3.49759375,-3.52,0,79.6,40.21663194,11.84,760,140.7735174,0,897.1,894.0135417,892,29.21,20.29506944,13.16,8.77,4.234989583,0
2001,296,10/23/2001,10,23,3,4.272,0.962739583,-3.466,0,57.35,31.60527778,12.53,713,200.5490174,0,892.5,889.6934028,886.7,28.77,20.18802083,11.94,10.29,5.9929375,2.762
2001,297,10/24/2001,10,24,3,1.548,-5.724569444,-9.28,0,46.66,26.07291667,13.3,724,203.3333576,0,901.8,896.4225694,887.3,19.89,14.40138889,7.69,7.97,3.489201389,0
2001,298,10/25/2001,10,25,3,-4.549,-6.963239583,-9.37,0,43.48,28.265,17.22,729,201.8396944,0,909.8,906.9597222,901.9,20.17,11.53317361,3.617,6.195,2.661309028,0
2001,299,10/26/2001,10,26,3,4.604,-0.745295139,-6.486,0,63.14,42.71302083,28.77,795,162.9651944,0,913.5,911.6211806,909.6,21.32,12.01698611,3.291,3.123,1.335684028,0
2001,300,10/27/2001,10,27,3,9.94,4.613496528,-0.811,0,74.7,53.98256944,33.1,714,183.6119097,0,913.5,910.4881944,907.1,22.6,14.36096528,5.133,6.245,2.661576389,0
2001,301,10/28/2001,10,28,3,9.97,7.962378472,6.586,0,93,61.33809028,31.53,730,175.5052743,0,908.2,906.8746528,905.4,25.07,16.55347222,7.88,7.12,3.983763889,1.717
2001,302,10/29/2001,10,29,3,9.15,8.20525,6.72,0,86.8,59.77204861,32.97,683.4,165.0147292,0,910.6,908.44375,907.3,25.26,16.84520833,9.09,5.37,2.792392361,0
2001,303,10/30/2001,10,30,3,7.79,6.551777778,3.207,0,83.5,56.87479167,27.85,691.4,143.1079757,0,908.8,905.9798611,902.3,23.31,16.14045139,9.5,6.5,3.543795139,0.09
2001,304,10/31/2001,10,31,3,7.78,6.235493056,3.814,0,70.9,48.20517361,21.6,668.1,138.6016701,0,902.2,897.2423611,893.4,27.92,18.69243056,12.53,7.36,4.564045139,2.86
2001,305,11/1/2001,11,1,3,7.09,3.253725694,0.2,0,76.7,42.81586806,18.29,663,178.2770868,0,898.2,896.1045139,894.7,27.47,17.86,7.89,9.34,3.565628472,0
