,,,,,,Dewpoint (degree C)                    ,,,Rainfall (Inches),Relativehumidity (%)             ,,,Solarradiation (W/m^2)                ,,,"Stationpressure (mb, hpa)              ",,,temperature_2  (Degree C)               ,,,windspeed_2 (m/sec)                  ,,,,,600
2001,221,8/9/2001,8,9,130,18.41,14.78822917,9.28,0,86.2,62.90059028,22.49,1017,227.6148021,0,896.2,894.4138889,893,34.5,23.56597222,16.29,5.578,2.238677083,0,1610,125,
2001,222,8/10/2001,8,10,130,18.56,16.66482639,13.62,0,92.6,66.57847222,36.95,1046,195.7759236,0,898.5,896.5475694,894.5,30.59,23.83857639,18.45,4.78,2.065333333,0,1815,355,
2001,223,8/11/2001,8,11,130,20.56,18.09840278,13.69,0,94.5,74.68079861,33.28,1194,158.2600694,0,898.8,896.1576389,894.5,31.87,23.52111111,19.65,6.645,2.46328125,0,2350,0,
2001,224,8/12/2001,8,12,130,19.7,17.4390625,13.91,0,99.1,73.32701389,33.9,1009,217.814684,0,900.8,898.3927083,896.6,31.44,23.38385417,17.96,5.65,2.135006944,0,5,525,
2001,225,8/13/2001,8,13,130,20.26,19.09913194,16.46,0,99,83.47729167,51.7,1042,187.1025764,0,901.8,900.0510417,898.5,28.03,22.3459375,18.95,5.293,1.998104167,0.064,1250,2330,
2001,226,8/14/2001,8,14,130,19.89,18.10065972,14.82,0.01,100,78.98083333,42.21,844,153.4219236,0,899.2,896.2836806,892.2,28.71,22.38982639,18.22,6.44,2.228739583,0,2015,530,
2001,227,8/15/2001,8,15,130,19.47,18.08309028,16.68,0,98.7,75.56211806,49.25,1018,158.8520139,0,894.9,892.8090278,891.6,28.87,23.08048611,18.35,4.795,1.885864583,0,1305,250,
2001,228,8/16/2001,8,16,130,18.86,15.44409722,11.72,0,95.5,63.84847222,30.44,967,279.9410729,0,898.6,896.5138889,894.8,30.84,23.93246528,17.18,6.21,2.365756944,0,1830,35,
2001,229,8/17/2001,8,17,130,16.97,15.56135417,12.62,0,95.8,63.75475694,31.37,988,275.2658194,0,899.6,897.6239583,895.3,31.63,23.88142361,17.52,3.755,1.548038194,0,905,50,
2001,230,8/18/2001,8,18,130,17.63,14.3065625,9.7,0.15,90.1,58.58663194,25,936,239.8882847,0,899,896.7694444,894.1,32.29,24.29506944,18.32,3.938,1.667447917,0,335,855,
2001,231,8/19/2001,8,19,130,16.76,12.054125,4.935,0,95.9,50.9790625,15.89,951,254.6442396,0,895.9,894.4538194,892.5,34.21,25.60149306,15.8,4.623,2.431739583,0.29,840,640,
2001,232,8/20/2001,8,20,130,15.64,11.14815972,7.23,0,80.9,46.69388889,18.83,912,291.5048785,0,895.9,894.4170139,892.6,34.17,24.95854167,15.35,5.798,2.451336806,0.267,1720,335,
2001,233,8/21/2001,8,21,130,17.33,14.41777778,11.76,0.01,83,53.87673611,27.42,998,217.1033576,0,894.3,892.8114583,890.1,33.74,25.43701389,18.46,11.23,3.976277778,0.34,1920,2110,
2001,234,8/22/2001,8,22,130,18.57,16.36729167,11.57,0,93.3,64.48847222,26.39,1094,236.0846701,0,895.1,893.4756944,891.6,33.2,24.7125,18.69,6.14,3.333427083,0.282,1955,650,
2001,235,8/23/2001,8,23,130,19.9,17.42381944,12.39,0,98.7,71.16628472,24.6,880,237.0239931,0,895,893.4152778,891.2,35.32,24.20010417,17.12,12.02,2.688618056,0,1620,530,
2001,236,8/24/2001,8,24,130,18.94,16.0015625,11.15,0.04,92,60.72107639,23.57,879,251.3381632,0,893.5,892.0402778,890.2,35.81,25.24739583,18.87,9.31,3.004559028,0.293,1605,1550,
2001,237,8/25/2001,8,25,130,17.25,15.02715278,11.14,0,95.6,62.44909722,23.53,1011,208.4607118,0,899.1,893.1319444,890.5,35.37,24.05427083,16.41,9.03,3.136920139,0,2025,350,
2001,238,8/26/2001,8,26,130,18.59,16.81680556,15.02,0,98.8,82.75347222,51.98,1046,196.8935139,0,898.4,896.7802083,895.3,26.17,20.23923611,16.76,4.525,1.756100694,0,1500,635,
2001,239,8/27/2001,8,27,130,17.95,16.10649306,14.01,0.36,100,75.72003472,40.91,917,278.0782569,0,897.2,895.55,893.1,28.58,21.39440972,14.82,3.713,1.370993056,0,1610,0,
2001,240,8/28/2001,8,28,130,18.92,15.92180556,10.71,0,99.8,71.67253472,31.26,951,255.6800972,0,895.4,893.9309028,891.4,29.52,22.42670139,15.82,5.058,1.980013889,0,1925,20,
2001,241,8/29/2001,8,29,130,18.17,16.55986111,14.22,0.06,100,76.65597222,41.19,1064,204.7336806,0,893.9,892.2006944,889.9,28.36,21.47364583,16.14,5.678,2.680795139,0.062,1750,630,
2001,242,8/30/2001,8,30,130,18.46,16.22319444,13.95,0.09,100,77.02100694,41.6,961,205.4027014,0,892.5,891.2951389,889.6,29.05,21.13659722,15.69,4.715,1.566375,0,1710,455,
2001,243,8/31/2001,8,31,130,18.86,15.45767361,13.22,0,99.6,73.12711806,39.15,1049,272.4771493,0,894.5,892.66875,891.5,28.58,21.28020833,14.25,5.375,1.757649306,0,1515,0,
2001,244,9/1/2001,9,1,130,17.59,14.33642361,11.03,0.03,98.3,65.96899306,30.63,975,274.3093611,0,894.9,893.0288194,890.8,29.79,22.17392361,14.69,4.258,1.420798611,0,1730,0,
2001,245,9/2/2001,9,2,130,17.36,13.97260417,10.63,0.01,92.4,58.98159722,24.15,852,261.5005278,0,893.1,890.7777778,888.3,34.06,23.94,15.16,8,3.128208333,0,2305,520,
2001,246,9/3/2001,9,3,130,17.06,14.85642361,11.29,0,95.1,65.99871528,37.71,904,274.5631354,0,895,891.9239583,889.7,30.91,22.37649306,14.9,10.93,2.507586806,0,2000,500,
2001,247,9/4/2001,9,4,130,18.08,16.17565972,13.11,0.05,100,84.39989583,53.11,982,189.1172396,0,897.3,895.6729167,893.4,25.68,19.12454861,15.98,9.27,2.933666667,0,1555,130,
2001,248,9/5/2001,9,5,130,17.32,16.17802083,14.42,0,98.3,80.02118056,47.08,1056,199.1913993,0,896.3,894.2350694,891.5,26.38,20.19767361,16.81,2.76,1.671652778,0,2150,110,
2001,249,9/6/2001,9,6,130,18.14,15.35756944,11.79,0,100,63.14225694,26.56,846,269.2436493,0,892.3,888.7277778,885,33.64,24.70395833,15.98,7.96,4.55734375,1.175,1355,640,
2001,250,9/7/2001,9,7,130,18.47,9.349048611,-3.676,0,96.9,52.2878125,9.63,882,276.7546771,0,885.7,884.6177083,883.2,32.97,23.68402778,13.25,10.23,4.770288194,0,925,2320,
2001,251,9/8/2001,9,8,130,11.07,9.055451389,7.44,0,93.6,62.00065972,35.06,857,264.1480451,0,894.4,889.1385417,885.7,26.33,17.30267361,8.79,8.94,3.39496875,0,2020,250,
2001,252,9/9/2001,9,9,130,7.75,5.519902778,2.12,0,75.8,53.03493056,26.35,995,246.1038542,0,900.2,898.0052083,894.3,23.51,15.91940972,10.59,8.39,3.34878125,0.57,15,1800,
2001,253,9/10/2001,9,10,130,11.66,8.796618056,4.559,0.23,77,55.5815625,34.51,1013,239.1252569,0,902.4,900.4899306,898.8,26.71,18.3709375,9.8,4.858,2.717170139,0,1500,605,
2001,254,9/11/2001,9,11,130,15.56,12.74690972,9.23,0.01,85.4,62.6340625,36.85,1058,216.8752292,0,900.6,898.5611111,896.2,28.42,20.653125,12.35,6.05,2.976479167,0,1345,605,
2001,255,9/12/2001,9,12,130,16.25,13.93517361,12.43,0,97.2,64.49972222,32.44,924,253.6384236,0,898.7,896.8340278,895.2,30.88,22.18170139,13.86,4.603,1.812388889,0,940,420,
2001,256,9/13/2001,9,13,130,15.7,13.02552083,10.29,0.01,87.2,57.57826389,30.45,956,201.6532292,0,898.5,896.84375,895.4,29.79,22.74309028,16.46,4.43,2.160163194,0,1300,520,
2001,257,9/14/2001,9,14,130,17.87,15.52131944,11.66,0,93.9,73.09493056,55,461.5,100.2581146,0,897.3,895.6791667,893.5,24.41,20.75142361,18.24,4.413,2.296236111,0,1215,740,
2001,258,9/15/2001,9,15,130,16.88,14.82267361,12.36,0,99.7,64.59017361,30.64,918,242.4434549,0,894.4,892.728125,890.2,31.61,23.24881944,14.49,4.815,1.889756944,0,1940,255,
2001,259,9/16/2001,9,16,130,17.93,15.59145833,12.25,0,97.5,71.64309028,33.52,963,161.3726007,0,894.8,893.0145833,890.2,30.23,21.64982639,16.93,9.16,2.857586806,0,2310,35,
2001,260,9/17/2001,9,17,130,18.62,16.66809028,14.95,0.01,99.3,76.36930556,43.02,858,251.4464965,0,894.6,891.2489583,889.1,29.3,21.59305556,15.42,8.38,3.477732639,0,120,540,
2001,261,9/18/2001,9,18,130,18.5,16.46291667,13.84,0.66,97.1,78.51579861,41.05,830,227.9350382,0,892.8,891.065625,889.2,28.26,20.92975694,16.1,6.348,2.634177083,0,1815,1930,
2001,262,9/19/2001,9,19,130,19.33,17.501875,14.84,0,100,81.3996875,52,952,237.9327049,0,895.6,893.3097222,891.1,28.37,21.2415625,15.1,5.11,2.569847222,0,1720,345,
2001,263,9/20/2001,9,20,130,18.74,15.90010417,9.42,0.11,99.9,68.42836806,25.82,815,213.38975,0,894.3,892.70625,890.4,33.9,23.5290625,17.14,5.283,2.427319444,0.347,1910,1430,
2001,264,9/21/2001,9,21,130,16.72,15.26309028,12.49,1.39,99.8,72.79413194,45.48,806,244.6479063,0,897.8,895.83125,894.1,28.38,21.04875,13.1,7.32,2.202381944,0,2210,20,
2001,265,9/22/2001,9,22,130,16.12,12.42652778,8.42,0.15,93.4,62.63899306,27.78,920,236.3157569,0,896.7,894.9701389,892.6,29.06,21.12770833,14.22,4.028,1.883375,0,2230,345,
2001,266,9/23/2001,9,23,130,16.02,12.5784375,8.93,0.01,98.5,69.38958333,35.71,799,174.4168542,0,901,897.925,894.9,26.13,19.16447917,12.44,5.483,2.287822917,0,1315,320,
2001,267,9/24/2001,9,24,130,9.17,8.24875,6.79,0.01,98,71.48420139,36.5,809,220.047191,0,903.5,901.1166667,899.3,22.55,14.14659722,8.56,3.648,1.9269375,0.52,535,1820,
2001,268,9/25/2001,9,25,130,9.6,7.782822917,5.619,0.01,89.7,64.34614583,38.69,808,245.0915417,0,900.7,898.6753472,896.2,23.47,15.17239583,7.4,4.51,2.323180556,0,1640,40,
2001,269,9/26/2001,9,26,130,8.27,5.189305556,1.242,0,91.4,52.479375,19.35,807,244.8136111,0,897.5,895.7885417,893.6,26.99,16.94885417,7.03,5.96,2.783232639,0,1405,310,
2001,270,9/27/2001,9,27,130,7.77,5.295645833,2.331,0.08,89.3,46.73944444,15.7,799,241.4947188,0,895.4,894.1930556,892.5,31.53,19.55753472,7.73,5.33,2.603579861,0,1310,135,
2001,271,9/28/2001,9,28,130,8.31,5.008465278,1.635,0,80,43.03902778,13.86,798,240.9308194,0,894.7,893.4013889,891.4,32.67,20.59222222,10.1,6.523,2.406819444,0,1615,115,
2001,272,9/29/2001,9,29,130,9.89,8.54125,7.75,0,90.8,59.64635417,30.87,782,233.9498264,0,899.4,896.884375,894.7,26.42,17.53072917,9.31,6.118,3.081972222,0,1400,250,
2001,273,9/30/2001,9,30,130,8.39,6.649802083,3.879,0.01,85.7,56.86979167,25.84,792,227.6285139,0,903.1,901.0677083,899.3,25.1,16.32819444,8.78,4.578,1.832642361,0,1010,325,
2001,274,10/1/2001,10,1,130,7.79,4.133572917,-0.316,0,90.6,52.28006944,19.41,856,229.0730486,0,902.3,899.9604167,897.5,24.51,15.50611111,6.094,3.93,1.771791667,0.352,1430,400,
2001,275,10/2/2001,10,2,130,5.905,2.947006944,1.041,0,85.5,47.12559028,21.41,888,213.2124514,0,897.8,894.9072917,892.2,25.52,15.66759375,4.254,6.195,2.960208333,0.383,1500,500,
2001,276,10/3/2001,10,3,130,11.71,8.021958333,3.712,0,91.3,56.0446875,23.33,858,196.4697083,0,893.4,892.0517361,890.2,29.54,18.16145833,7.91,3.778,1.736635417,0,1340,530,
2001,277,10/4/2001,10,4,130,14.34,9.812420139,4.855,0,97.7,57.49006944,21.23,776,218.5920625,0,891.5,889.4878472,886.3,31.03,20.3621875,9.47,8.31,3.05084375,0,2005,455,
2001,278,10/5/2001,10,5,130,12.8,5.436965278,0.683,0,92.4,73.72524306,47.42,736,90.91300347,0,901.5,895.9899306,888.4,16.91,10.19992014,3.216,9.27,4.954017361,0,950,2230,
2001,279,10/6/2001,10,6,130,5.866,2.818416667,-1.034,0,95.4,66.37920139,39.34,764,223.5298576,0,901.4,898.7277778,895.3,18.8,9.604798611,0.497,5.193,2.545520833,0,1630,210,
2001,280,10/7/2001,10,7,130,11.24,7.474277778,2.674,0.03,92.7,62.73791667,32.49,758,222.8553021,0,897.7,895.6340278,893.2,26.44,15.52654861,4.051,5.743,3.553229167,0.477,1530,535,
2001,281,10/8/2001,10,8,130,14.31,11.30118056,8.74,0,97.7,62.99038194,29.72,754,218.788941,0,894.3,891.9888889,889.4,29.24,19.69170139,9.57,7.03,3.704246528,0.493,1715,720,
2001,282,10/9/2001,10,9,130,16.28,9.081670139,2.588,0,98.8,57.99246528,20.31,769,211.6783438,0,890.9,744.0167361,511.12,27.05,19.91100694,14.2,8.86,3.863430556,0.885,1440,655,
2001,283,10/10/2001,10,10,130,10.1,4.995003472,2.41,0,98.7,53.89916667,29.59,779,218.8253819,0,898.3,714.3208333,511.12,21.21,15.17788194,9.42,7.3,4.068069444,0.324,1050,410,
2001,284,10/11/2001,10,11,130,10.04,7.187916667,2.517,0,100,72.76111111,27.79,769,222.6477604,0,897.6,589.6502778,511.12,21.88,13.10485069,5.827,5.475,2.132871528,0,1525,45,
2001,285,10/12/2001,10,12,130,8.63,4.107902778,0.725,0,90.3,62.99840278,32.58,798,101.5646424,0,889.3,631.4570139,511.12,17.75,11.42502431,4.055,9.29,4.845277778,0.815,1605,655,
2001,286,10/13/2001,10,13,130,3.554,0.024826389,-3.704,0,99.6,58.86041667,18.14,759,222.462941,0,889.2,669.1192361,511.12,21.97,10.10028472,-0.957,4.708,1.887038194,0,1300,25,
2001,287,10/14/2001,10,14,130,4.315,0.650642361,-3.071,0,80.9,46.47416667,17.54,754,220.0300556,0,891.9,642.510625,511.12,25.86,14.04970833,2.915,5.643,2.147364583,0,1025,135,
2001,288,10/15/2001,10,15,130,4.033,0.840072917,-3.35,0,84,53.65440972,34.46,740,213.544691,0,907.4,619.4769444,511.12,15.32,10.30551389,2.698,11.39,4.582961806,0.167,855,2355,
2001,289,10/16/2001,10,16,130,-0.002,-5.135307692,-9.95,0,91.8,46.34251748,13.45,753,212.1519336,0,907.5,795.3034266,511.12,19.19,8.464461538,-2.524,5.75,2.690066434,0,1355,15,
2001,290,10/17/2001,10,17,130,3.831,0.393822917,-5.397,0,76.3,42.35840278,19.26,732,209.7119826,0,900.3,896.1545139,892.5,27.52,14.54104167,1.014,6.093,3.562628472,0.03,1355,330,
2001,291,10/18/2001,10,18,130,4.431,1.137069444,-3.952,0,77.4,40.53982639,10.9,783,209.6089236,0,892.7,891.2836806,889.2,30.21,17.31910069,6.122,9.07,3.850013889,0.416,1230,2340,
2001,292,10/19/2001,10,19,130,5.761,2.445475694,0.47,0,84,53.14666667,20.57,726,207.096375,0,894.2,892.8739583,891.4,25.72,13.27770486,2.994,4.018,1.849961806,0,410,50,
2001,293,10/20/2001,10,20,130,8.93,4.02440625,0.457,0,90.8,52.90979167,16.8,747,188.8654826,0,893.5,891.0795139,888.3,28.48,15.75803125,3.049,5.273,2.432413194,0,1515,110,
2001,294,10/21/2001,10,21,130,8.38,3.994486111,-0.594,0,95.5,50.85170139,14.69,721,197.4699063,0,892.3,890.7840278,889.7,29.04,17.29630556,6.197,2.877,1.356704861,0,1920,735,
2001,295,10/22/2001,10,22,130,10.35,3.697670139,-2.796,0,92.2,44.26857639,12.68,791,143.5770069,0,890.1,887.5388889,885.7,29.02,19.01701389,8.72,9.27,3.776194444,0.609,1325,15,
2001,296,10/23/2001,10,23,130,4.927,1.839684028,-2.547,0,78.2,36.30052083,13.68,717,200.7922188,0,886.1,883.5086806,880.6,28.23,18.92340278,7.32,9.45,5.418430556,0.803,1335,1915,
2001,297,10/24/2001,10,24,130,1.536,-4.322631944,-8.8,0,50.28,30.69569444,13.99,718,201.9152917,0,894.9,889.7934028,881.1,20.42,13.69262153,5.622,8.16,3.46940625,0.019,420,1725,
2001,298,10/25/2001,10,25,130,-2.472,-4.903618056,-8.19,0,59.79,35.69715278,19.58,710,193.3972535,0,902.6,899.7774306,894.8,20.77,10.75807292,0.918,6.495,2.907170139,0,1205,115,
2001,299,10/26/2001,10,26,130,5.851,-0.063840278,-6.6,0,74.2,49.1109375,28.83,825,175.506809,0,906.4,904.5628472,902.5,21.25,10.90284722,0.768,3.313,1.343496528,0,1335,145,
2001,300,10/27/2001,10,27,130,10.86,6.282590278,0.089,0,87.2,62.05940972,39.96,686.4,183.0742049,0,906.4,903.4986111,900.2,22.63,14.03665278,4.555,5.985,2.844055556,0,1350,55,
2001,301,10/28/2001,10,28,130,11.49,9.186527778,6.559,0,99.7,67.87243056,35.64,700,171.9502361,0,901.4,900.0357639,898.6,24.98,16.05170139,7.01,5.74,3.574923611,0.581,1405,635,
2001,302,10/29/2001,10,29,130,10.22,8.769097222,7.31,0,94.2,65.15986111,35.57,669.8,162.8443646,0,903.8,901.5083333,900.5,25.13,16.11638889,8.51,6.525,2.960246528,0,1550,450,
2001,303,10/30/2001,10,30,130,9.13,7.212013889,4.522,0,93.6,61.90097222,28.25,722,159.6512049,0,901.9,899.0454861,895.3,24.1,15.55159722,7.84,6.36,3.865868056,0,1400,310,
2001,304,10/31/2001,10,31,130,8.67,7.02265625,3.751,0,79,53.88409722,23.67,696.1,144.7240938,0,895.3,890.4944444,886.7,28.29,17.68274306,11.48,5.768,3.8699375,2.35,1620,750,
2001,305,11/1/2001,11,1,130,5.96,3.892291667,1.852,0,85.3,48.51076389,19.44,666.9,180.1351424,0,891.5,889.5753472,888.3,27.25,16.75254514,6.046,9.11,3.404826389,0.863,1050,2050,
2001,306,11/2/2001,11,2,130,6.287,2.544020833,-0.279,0,77.5,44.945625,18.61,659.1,179.1204757,0,898.2,894.8798611,891.5,26.81,16.03112847,5.521,4.315,1.506486111,0,925,325,
2001,307,11/3/2001,11,3,130,11.15,7.963746528,3.454,0,90.4,65.87628472,34.12,639.1,159.5424063,0,904.3,901.146875,898.2,25.85,15.30758333,5.51,3.618,1.258989583,0,1840,520,
2001,308,11/4/2001,11,4,130,13.22,10.80507986,5.992,0,100,91.32638889,70.6,458,62.42393056,0,906.1,904.2708333,902.9,18.62,12.46708333,7.62,2.952,1.415586806,0,820,110,
2001,309,11/5/2001,11,5,130,12.85,11.55430556,8.14,0.21,100,85.61590278,51.04,776,113.001059,0,902.9,900.3270833,897.9,20.91,14.41128472,8.46,4.93,2.328138889,0,1600,0,
2001,310,11/6/2001,11,6,130,11.34,6.843100694,2.713,0,100,66.67847222,31.12,688.5,164.4073715,0,899.3,897.9538194,896.5,22.11,14.23845833,6.799,6.148,2.978614583,0,1430,735,
2001,311,11/7/2001,11,7,130,7.91,5.141680556,3.252,0,85,58.71972222,25.73,634.4,170.2500382,0,897.9,896.3854167,894.4,25.27,14.18282986,5.629,4.523,2.259541667,0.662,1255,1815,
2001,312,11/8/2001,11,8,130,4.508,0.484052083,-2.782,0,81.4,60.4253125,45.11,622.4,119.4969861,0,909.3,904.4100694,896.4,12.04,7.850770833,3.9,11.47,6.906368056,1.147,450,300,
2001,313,11/9/2001,11,9,130,4.149,-1.408916667,-5.857,0.01,85.8,58.68027778,30.75,632.2,164.0863125,0,908.7,905.6364583,902.5,16.99,7.125927083,-1.987,4.103,1.532277778,0.241,5,2300,
2001,314,11/10/2001,11,10,130,7.58,4.133149306,1.317,0,96.9,69.9484375,37.95,660,149.8331285,0,902.5,899.9770833,897.6,19.76,10.14509375,2.428,4.378,1.865013889,0.144,1045,215,
2001,315,11/11/2001,11,11,130,10.41,6.2335625,1.524,0,95.9,71.79631944,35.84,616.5,163.0021458,0,899.7,897.9982639,896.3,22,12.11285069,2.455,3.923,2.139520833,0,1355,220,
2001,316,11/12/2001,11,12,130,12.56,10.97343056,6.409,0,100,89.19895833,62.15,627.7,118.5646493,0,899.1,897.1465278,895.4,19.61,13.01339931,6.691,6.205,3.251621528,0,1700,420,
2001,317,11/13/2001,11,13,130,13.63,11.893125,8.53,0,100,88.17260417,60.55,428,56.72049653,0,896.2,893.4392361,890.8,20.67,14.18579861,8.66,7.31,4.346947917,1.492,1555,325,
2001,318,11/14/2001,11,14,130,13.47,11.60867361,6.878,0,100,92.75590278,84.2,429.9,31.11431597,0,894.2,891.584375,889.4,15.41,12.95586806,7.11,11.38,3.258329861,0,950,1205,
2001,319,11/15/2001,11,15,130,12.53,11.27642361,10.12,0.03,100,98.70763889,92.5,237.4,21.47319444,0,895.1,894.0138889,892.6,13.35,11.63291667,10.55,7.95,3.9076875,1.34,2050,615,
2001,320,11/16/2001,11,16,130,11.28,10.11524306,8.81,0,100,92.48038194,66.22,752,92.07001389,0,899.9,897.8475694,894.3,15.97,11.55541667,9.05,5.643,1.953954861,0,0,610,
2001,321,11/17/2001,11,17,130,11.62,10.24527778,8.51,0,100,92.11815972,67.01,721,99.86111111,0,900.7,898.7201389,896.4,16.16,11.73059028,8.71,5.803,2.570482639,0,1225,30,
2001,322,11/18/2001,11,18,130,11.92,9.507288194,5.564,0.01,100,78.75090278,37.37,732,123.5301111,0,898.7,895.6069444,893.4,21.81,13.86451389,8.52,8.9,3.752180556,0.328,2340,1735,
2001,323,11/19/2001,11,19,130,5.541,0.183680556,-2.055,0,91.7,74.10072917,52.82,735,140.9796389,0,907.5,904.5131944,898.8,8.73,4.616548611,-0.564,10.03,5.262565972,0,115,1920,
2001,324,11/20/2001,11,20,130,3.364,0.71434375,-3.65,0.01,100,77.67892361,38.21,617.4,163.4862986,0,904.7,899.2138889,894.3,15.26,5.05928125,-3.45,4.733,2.292972222,0,1245,600,
2001,325,11/21/2001,11,21,130,5.611,1.876315972,-1.923,0,100,75.02010417,31.44,618,163.2672188,0,894.2,888.9798611,885,17.99,7.066055556,-1.734,4.8,2.309902778,0,1425,555,
2001,326,11/22/2001,11,22,130,3.053,0.124048611,-3.903,0,98.2,59.44208333,20.1,646,106.9554618,0,885,881.3461806,876.5,21.27,9.277083333,-0.941,7.26,2.822371528,0.868,1420,1000,
2001,327,11/23/2001,11,23,130,4.6,1.279010417,-7.03,0,86.5,56.07850694,25.66,604.4,70.89942708,0,881.7,876.5847222,873.7,14.7,10.30877778,5.451,12.8,6.449868056,1.882,1645,535,
2001,328,11/24/2001,11,24,130,1.394,-2.037611111,-6.368,0,92.1,58.09170139,23.77,612.6,158.4124479,0,890.5,887.33125,881.6,15.15,6.925013889,-0.996,5.14,2.824881944,0,240,1725,
2001,329,11/25/2001,11,25,130,4.39,-0.811166667,-4.526,0.06,82.1,55.02263889,28.99,598.2,97.09280208,0,889.8,886.1996528,881.4,19.68,8.710704861,-0.943,9.88,3.919375,0.397,1230,15,
2001,330,11/26/2001,11,26,130,-2.374,-5.392072917,-8.81,0,77.8,48.54236111,23.55,715,87.96403472,0,892,887.8201389,885.6,11.62,5.383350694,-1.092,8.3,3.598833333,0,1015,1725,
2001,331,11/27/2001,11,27,130,-5.217,-7.879413194,-11.89,0,95.7,80.02010417,58.33,237.6,39.49426389,0,897,894.7114583,891.9,-0.768,-4.801326389,-6.241,8.61,5.975288194,2.19,2355,5,
2001,332,11/28/2001,11,28,130,-6.246,-8.375697917,-9.73,0.01,95.7,86.65041667,69.17,576.6,90.99381597,0,900.3,897.2586806,895.5,-4.109,-6.471166667,-8.52,9.17,5.475520833,0.897,125,2115,
2001,333,11/29/2001,11,29,130,0.188,-4.362947917,-11.63,0,92,75.64451389,53.79,605.3,140.9563507,0,895.4,888.7277778,884.1,6.782,-0.398190972,-10.49,6.378,3.506333333,1.227,1515,750,
2001,334,11/30/2001,11,30,130,-0.356,-2.092034722,-3.722,0,90.5,60.24381944,29.93,595.2,142.8150868,0,894.3,889.33125,884.2,13.94,5.931305556,-1.235,12,4.707972222,0.045,1225,1840,
2001,335,12/1/2001,12,1,130,1.121,-0.467451389,-2.98,0.02,83.6,61.69399306,26.93,632.7,100.8315764,0,898.4,896.4017361,893.9,16.26,7.3501875,1.908,4.863,2.132697917,0,1515,210,
2001,336,12/2/2001,12,2,130,3.055,0.09846875,-2.525,0,94.9,64.96322917,22.2,584.9,150.8603299,0,897.8,896.0142361,894.4,19.6,7.837586806,-0.882,5.945,2.774322917,0.544,1410,440,
2001,337,12/3/2001,12,3,130,11.46,7.558465278,1.617,0,100,85.50954861,46.2,578,129.0146493,0,895.6,892.8774306,890.4,18.74,10.45052431,3.213,6.328,3.600864583,1.517,2310,0,
2001,338,12/4/2001,12,4,130,13.29,11.79364583,10.06,0,100,91.23909722,67.11,508.4,57.40141667,0,892.3,890.1288194,887.4,18.96,13.44145833,10.2,9.92,5.679986111,3.118,2240,750,
2001,339,12/5/2001,12,5,130,12.73,1.296888889,-5.136,0,96.8,56.75947917,23.03,594.3,149.2236493,0,899,894.7517361,887.5,16.4,10.98429861,3.252,9.13,4.166493056,0.123,0,1735,
2001,340,12/6/2001,12,6,130,-1.305,-4.883232639,-10.3,0.01,84.8,48.75559028,13.67,646.3,125.3816458,0,899.1,896.4784722,893.2,18.52,7.3889375,-1.127,6.748,2.966357639,0.957,1415,205,
2001,341,12/7/2001,12,7,130,-3.233,-5.291951389,-7.95,0,57.68,38.76413194,19.63,590,115.8688021,0,899.3,893.1732639,890.8,17.74,8.575315972,3.018,6.558,4.156111111,1.997,1055,45,
2001,342,12/8/2001,12,8,130,-3.399,-6.979805556,-11.32,0.1,81.7,48.85729167,22.81,579.7,148.9667153,0,905.1,902.3986111,899.4,9.32,3.572885417,-3.151,8.07,3.588604167,0,1055,1850,
2001,343,12/9/2001,12,9,130,-4.723,-8.374409722,-11.19,0,88.4,56.1034375,19.27,581.1,150.3035903,0,901.7,896.5739583,892.6,12.15,0.986819444,-7.41,5.48,2.475263889,0.852,1125,1805,
2001,344,12/10/2001,12,10,130,-1.895,-7.437496528,-10.58,0,81.9,51.84579861,18.12,641.8,117.2422257,0,892.5,889.7552083,886.9,14.24,3.10715625,-7.28,7.28,3.813583333,1.287,1600,820,
2001,345,12/11/2001,12,11,130,7.08,1.628826389,-3.001,0.01,100,80.71034722,48.87,551.9,138.0718472,0,887.8,885.9621528,882.3,14.44,5.095100694,-2.497,8.41,3.534579861,0,1745,810,
2001,346,12/12/2001,12,12,130,4.617,1.282878472,-3.604,0,100,82.60274306,37.09,615.8,106.9408924,0,893.3,887.8715278,885.1,10.84,4.507277778,-1.368,9.23,3.929572917,0,1120,55,
2001,347,12/13/2001,12,13,130,-1.611,-3.735017361,-6.38,0,96.2,74.66597222,43,598.5,132.3340243,0,894.4,891.8788194,889.4,7.93,0.745833333,-4.021,6.053,3.019097222,0,1235,1715,
2001,348,12/14/2001,12,14,130,-4.649,-6.396253472,-8.14,0,87.3,54.60701389,17.59,574.9,146.2513785,0,889.3,885.9243056,883.7,16.99,3.712163194,-5.164,7.56,3.597163194,1.332,1415,500,
2001,349,12/15/2001,12,15,130,3.113,-0.263815972,-6.215,0,98.2,72.50364583,38.85,640.6,108.3676458,0,888.9,885.8777778,884.1,13.55,4.735354167,-2.424,5.895,3.390618056,0,1340,2305,
2001,350,12/16/2001,12,16,130,2.345,-2.098090278,-5.327,0,100,72.0503125,46.57,608.1,93.97951736,0,896.4,892.0041667,888.3,8.13,2.928663194,-2.25,9.24,3.733277778,0,1035,155,
2001,351,12/17/2001,12,17,130,-2.23,-6.706461806,-10.73,0,94.7,57.20329861,14.15,574,148.3539028,0,896.8,894.771875,892.5,16.92,3.365097222,-6.763,4.565,2.403625,0.777,1525,200,
